   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
   11.40720  224.09828    7.00000  225.08853   -0.00442  224.72269   -0.00978    0.73772    1.15818    0.95885
   11.41000  224.09972    7.00000  225.56636   -0.00654  224.72334   -0.00978    0.98040    1.38056    0.56988
   11.41280  224.10100    7.00000  220.73441    0.01502  224.72388    0.00000    0.74371    0.93756    0.51708
   11.41560  224.10237    7.00000  226.42760   -0.01038  224.72449   -0.00978    0.77535    0.62562    1.03909
   11.41840  224.10368    7.00000  225.53383   -0.00638  224.72502    0.00000    0.74285    0.71589    1.08784
   11.42120  224.10497    7.00000  223.40115    0.00314  224.72556    0.00978    0.72491    0.56724    1.02180
   11.42400  224.10625    7.00000  225.08408   -0.00436  224.72609   -0.00978    0.90331    0.94131    0.93784
   11.42680  224.10759    7.00000  224.79343   -0.00306  224.72667    0.00000    0.98720    0.94629    0.71541
   11.42960  224.10896    7.00000  222.34831    0.00786  224.72725    0.00978    0.70022    0.49301    1.01236
   11.43240  224.11020    7.00000  225.10007   -0.00442  224.72777   -0.00978    1.07072    1.03936    0.63303
   11.43520  224.11154    7.00000  222.69017    0.00634  224.72835   -0.00978    1.38810    1.34626    0.81711
   11.43800  224.11281    7.00000  224.05020    0.00028  224.72885    0.00000    0.93751    0.61109    0.93317
   11.44080  224.11415    7.00000  224.16478   -0.00023  224.72942    0.00978    0.52148    0.64559    0.63210
   11.44360  224.11546    7.00000  223.47581    0.00285  224.73000    0.00978    1.11111    1.32591    0.88873
   11.44640  224.11679    7.00000  223.80580    0.00139  224.73056    0.00978    0.83301    0.81514    0.43125
   11.44920  224.11797    7.00000  225.63463   -0.00677  224.73105   -0.00978    1.05171    0.86847    1.20616
   11.45200  224.11925    7.00000  226.33629   -0.00989  224.73157    0.00000    0.92524    1.28813    0.72791
   11.45480  224.12057    7.00000  223.82106    0.00134  224.73210    0.00000    0.97340    1.18208    0.84411
   11.45760  224.12184    7.00000  222.74944    0.00612  224.73264    0.00000    0.63579    0.59746    0.63778
   11.46040  224.12314    7.00000  222.67378    0.00647  224.73320    0.00000    0.97826    1.00753    1.33603
   11.46320  224.12444    7.00000  224.99440   -0.00388  224.73373   -0.00978    1.01231    0.65902    0.92043
   11.46600  224.12566    7.00000  224.36555   -0.00107  224.73424   -0.00978    0.63745    0.86835    0.90008
   11.46880  224.12697    7.00000  221.80128    0.01038  224.73476    0.00000    0.87040    0.80563    0.70360
   11.47160  224.12817    7.00000  224.85097   -0.00322  224.73529   -0.00978    1.00531    1.44239    0.90312
   11.47440  224.12949    7.00000  224.69371   -0.00252  224.73579   -0.00978    1.27596    0.48728    0.49731
   11.47720  224.13077    7.00000  222.21669    0.00854  224.73636    0.00000    1.14887    0.84417    0.35231
   11.48000  224.13200    7.00000  223.35519    0.00347  224.73685   -0.00978    0.78510    0.85172    0.95780
   11.48280  224.13321    7.00000  222.87830    0.00560  224.73732    0.00978    0.74870    0.87541    1.01175
   11.48560  224.13448    7.00000  222.20180    0.00862  224.73785   -0.00978    0.93846    0.75438    1.27850
   11.48840  224.13576    7.00000  223.79715    0.00151  224.73839    0.00978    0.69056    0.96147    1.08181
   11.49120  224.13698    7.00000  225.31578   -0.00526  224.73886    0.00000    1.08648    1.01096    0.62730
   11.49400  224.13823    7.00000  222.67186    0.00654  224.73940   -0.00978    1.15144    1.03353    0.70638
   11.49680  224.13942    7.00000  222.04727    0.00933  224.73985    0.00000    0.92448    1.31975    0.78794
   11.49960  224.14066    7.00000  221.75778    0.01063  224.74034    0.00000    0.91986    0.70584    0.97594
   11.50240  224.14194    7.00000  223.93774    0.00091  224.74088    0.00000    0.27806    1.06466    0.90100
   11.50520  224.14314    7.00000  225.36465   -0.00545  224.74135    0.00000    0.55781    0.67165    0.59619
   11.50800  224.14436    7.00000  223.78517    0.00160  224.74182    0.00000    0.69241    1.04484    0.67405
   11.51080  224.14563    7.00000  224.44824   -0.00135  224.74237    0.00978    0.42049    0.57712    0.65873
   11.51360  224.14680    7.00000  225.15123   -0.00448  224.74281    0.00000    0.76503    1.00181    0.99797
   11.51640  224.14798    7.00000  225.66377   -0.00676  224.74330    0.00000    0.92681    0.76761    0.73871
   11.51920  224.14925    7.00000  223.89793    0.00112  224.74380   -0.00978    1.08107    0.58926    0.98588
   11.52200  224.15047    7.00000  222.08913    0.00920  224.74426   -0.00978    1.14604    1.21089    0.76996
   11.52480  224.15164    7.00000  224.37144   -0.00098  224.74475   -0.00978    1.05434    0.76487    0.82215
   11.52760  224.15283    7.00000  223.55664    0.00266  224.74521   -0.00978    0.93452    1.28032    0.89920
   11.53040  224.15405    7.00000  225.48979   -0.00596  224.74570   -0.00978    0.88360    0.59783    0.93159
   11.53320  224.15517    7.00000  226.51253   -0.01052  224.74611    0.00000    1.47055    0.56018    1.17549
   11.53600  224.15648    7.00000  223.24907    0.00405  224.74664    0.00000    1.03732    0.93987    0.82000
   11.53880  224.15764    7.00000  223.52475    0.00282  224.74710    0.00000    0.74067    0.93397    0.84967
   11.54160  224.15883    7.00000  224.34036   -0.00081  224.74757    0.00000    0.99801    0.35863    0.87189
   11.54440  224.16000    7.00000  223.48137    0.00303  224.74803    0.00978    1.69828    1.42687    1.10945
   11.54720  224.16118    7.00000  223.33495    0.00369  224.74852    0.00000    0.91543    0.94680    0.70933
   11.55000  224.16232    7.00000  221.84354    0.01034  224.74890    0.00000    1.22533    0.86996    0.78007
   11.55280  224.16357    7.00000  223.82326    0.00152  224.74940    0.00978    0.65483    1.13150    0.65056
   11.55560  224.16467    7.00000  226.19429   -0.00905  224.74985    0.00000    0.71691    1.21023    0.76560
   11.55840  224.16582    7.00000  225.27620   -0.00495  224.75026    0.00978    1.23401    0.96548    0.84876
   11.56120  224.16701    7.00000  221.47275    0.01202  224.75072    0.00000    1.08479    0.65598    0.86014
   11.56400  224.16818    7.00000  223.71010    0.00204  224.75119   -0.00978    1.23200    0.60512    0.79083
   11.56680  224.16934    7.00000  223.40175    0.00342  224.75162    0.00978    0.96223    1.20935    0.88268
   11.56960  224.17050    7.00000  225.93636   -0.00788  224.75206    0.00000    1.01097    1.21234    0.76874
   11.57240  224.17165    7.00000  223.58420    0.00262  224.75249   -0.00978    0.80917    0.82207    0.45297
   11.57520  224.17282    7.00000  226.22661   -0.00916  224.75296    0.00000    0.55838    0.74617    1.26628
   11.57800  224.17398    7.00000  223.50465    0.00299  224.75342    0.00000    1.27460    1.09014    0.78049
   11.58080  224.17513    7.00000  224.64394   -0.00209  224.75380    0.00978    0.53511    0.62250    1.17803
   11.58360  224.17627    7.00000  225.29176   -0.00498  224.75424   -0.00978    0.82901    0.67640    0.82847
   11.58640  224.17744    7.00000  223.10025    0.00481  224.75470   -0.00978    0.94302    0.67109    0.83778
   11.58920  224.17851    7.00000  224.81833   -0.00285  224.75510   -0.00978    0.92497    1.09824    0.57601
   11.59200  224.17964    7.00000  226.24297   -0.00920  224.75551    0.00000    1.17344    0.75916    1.13949
   11.59480  224.18079    7.00000  222.33730    0.00822  224.75594   -0.00978    0.33472    1.20246    0.56385
   11.59760  224.18193    7.00000  223.02776    0.00515  224.75638    0.00000    0.84855    0.93789    0.63275
   11.60040  224.18307    7.00000  222.50768    0.00747  224.75679   -0.00978    0.68404    1.23070    0.46314
   11.60320  224.18416    7.00000  223.53111    0.00291  224.75717   -0.00978    0.53394    0.77661    1.09944
   11.60600  224.18532    7.00000  226.53731   -0.01049  224.75764   -0.00978    1.36592    0.98705    1.15677
   11.60880  224.18648    7.00000  223.61093    0.00257  224.75807    0.00978    1.00903    0.84004    0.56506
   11.61160  224.18755    7.00000  227.13968   -0.01317  224.75844    0.00978    0.59683    0.89767    0.76604
   11.61440  224.18863    7.00000  222.30435    0.00840  224.75882    0.00000    1.35918    0.71588    0.79967
   11.61720  224.18971    7.00000  225.72932   -0.00687  224.75923    0.00978    0.56027    0.93719    0.96177
   11.62000  224.19087    7.00000  227.93921   -0.01672  224.75967    0.00978    0.77032    1.05878    1.13225
   11.62280  224.19200    7.00000  227.15515   -0.01322  224.76007    0.00978    0.75258    0.90620    1.06115
   11.62560  224.19302    7.00000  227.31723   -0.01394  224.76045    0.00000    0.59127    0.83349    0.82796
   11.62840  224.19406    7.00000  226.23485   -0.00910  224.76077    0.00000    1.01427    0.78814    0.91584
   11.63120  224.19524    7.00000  221.05974    0.01399  224.76125    0.00000    0.70149    1.03297    0.86277
   11.63400  224.19632    7.00000  223.39743    0.00356  224.76164    0.00000    1.43257    0.87306    0.71495
   11.63680  224.19743    7.00000  223.58133    0.00275  224.76201    0.00978    1.22738    0.72204    1.28292
   11.63960  224.19852    7.00000  224.07930    0.00053  224.76244   -0.00978    0.81910    1.01174    1.48252
   11.64240  224.19960    7.00000  225.05342   -0.00381  224.76283    0.00978    0.37518    0.47065    0.76419
   11.64520  224.20068    7.00000  225.34009   -0.00508  224.76320    0.00000    0.96058    0.61231    0.80861
   11.64800  224.20171    7.00000  222.93713    0.00564  224.76353    0.00000    0.99736    0.51271    0.94959
   11.65080  224.20279    7.00000  224.57841   -0.00168  224.76390    0.00978    0.67386    0.96936    0.76638
   11.65360  224.20384    7.00000  221.99504    0.00985  224.76427    0.00000    1.07893    1.04372    1.03442
   11.65640  224.20493    7.00000  222.18188    0.00902  224.76465    0.00978    0.95539    0.53627    0.94178
   11.65920  224.20598    7.00000  223.48941    0.00320  224.76501    0.00978    0.96330    0.60804    0.86208
   11.66200  224.20705    7.00000  225.48154   -0.00568  224.76540    0.00978    0.93513    0.91914    1.00378
   11.66480  224.20813    7.00000  224.95007   -0.00331  224.76579    0.00000    1.05420    0.44017    0.92172
   11.66760  224.20914    7.00000  224.02299    0.00083  224.76616   -0.00978    0.59056    0.94892    1.29316
   11.67040  224.21028    7.00000  224.66762   -0.00204  224.76657    0.00978    0.44814    0.71365    0.85953
   11.67320  224.21127    7.00000  223.47855    0.00327  224.76688    0.00978    1.02700    1.00310    0.49165
   11.67600  224.21239    7.00000  224.13623    0.00034  224.76727    0.00978    1.00329    1.18259    1.17710
   11.67880  224.21336    7.00000  227.32011   -0.01386  224.76759    0.00000    0.42582    1.09014    0.99990
   11.68160  224.21437    7.00000  222.76100    0.00648  224.76794    0.00000    1.34288    1.20837    1.04306
   11.68440  224.21544    7.00000  222.56496    0.00736  224.76831    0.00000    1.02923    0.76961    1.18048
   11.68720  224.21640    7.00000  225.32597   -0.00495  224.76860    0.00000    0.97895    0.94588    0.61286
   11.69000  224.21748    7.00000  223.78346    0.00194  224.76901   -0.00978    0.97124    0.75502    0.69817
   11.69280  224.21846    7.00000  225.47139   -0.00559  224.76930   -0.00978    0.66913    0.55677    0.68427
   11.69560  224.21959    7.00000  227.09872   -0.01284  224.76970    0.00000    0.88356    0.64090    0.64174
   11.69840  224.22058    7.00000  222.74998    0.00656  224.77003    0.00000    1.09288    1.28520    0.32280
   11.70120  224.22165    7.00000  224.04872    0.00077  224.77043    0.00978    1.06822    0.55663    0.79990
   11.70400  224.22269    7.00000  223.59312    0.00281  224.77077    0.00000    1.03534    0.59264    1.07086
   11.70680  224.22368    7.00000  224.35875   -0.00060  224.77110    0.00978    0.67239    1.00023    0.91808
   11.70960  224.22473    7.00000  222.38515    0.00820  224.77144    0.00000    0.38864    0.54309    0.68319
   11.71240  224.22572    7.00000  225.76201   -0.00685  224.77179    0.00978    0.97217    0.28809    0.58375
   11.71520  224.22667    7.00000  227.72905   -0.01562  224.77203    0.00978    0.83101    1.22272    0.38201
   11.71800  224.22765    7.00000  224.76714   -0.00241  224.77234    0.00978    1.14079    0.95357    1.10860
   11.72080  224.22864    7.00000  225.68568   -0.00650  224.77269    0.00000    0.66860    1.14652    1.01413
   11.72360  224.22966    7.00000  224.73581   -0.00226  224.77299    0.00000    0.87488    0.98802    0.55667
   11.72640  224.23067    7.00000  225.10545   -0.00390  224.77333    0.00978    1.29119    1.17229    0.77505
   11.72920  224.23164    7.00000  222.08473    0.00957  224.77365   -0.00978    1.09369    0.81308    0.49870
   11.73200  224.23264    7.00000  224.51842   -0.00127  224.77399    0.00000    0.90986    0.20283    0.42340
   11.73480  224.23367    7.00000  222.48654    0.00779  224.77435    0.00000    0.48455    0.88459    0.45608
   11.73760  224.23463    7.00000  221.06731    0.01413  224.77464   -0.00978    0.92223    0.65346    1.07155
   11.74040  224.23560    7.00000  223.53865    0.00311  224.77492    0.00000    1.09892    0.44923    1.05661
   11.74320  224.23657    7.00000  224.01762    0.00098  224.77524   -0.00978    1.10354    0.86045    0.83580
   11.74600  224.23755    7.00000  225.67061   -0.00639  224.77554    0.00000    1.18932    0.74601    1.06396
   11.74880  224.23854    7.00000  223.82420    0.00185  224.77588   -0.00978    0.93455    0.37965    0.80130
   11.75160  224.23949    7.00000  222.68874    0.00692  224.77615    0.00000    1.09216    1.27689    0.81551
   11.75440  224.24046    7.00000  224.78194   -0.00241  224.77644    0.00978    0.63232    1.69082    0.58130
   11.75720  224.24144    7.00000  225.26462   -0.00456  224.77678    0.00000    0.73875    0.84951    0.73527
   11.76000  224.24240    7.00000  224.14294    0.00044  224.77705   -0.00978    0.73051    1.02333    1.06331
   11.76280  224.24339    7.00000  220.55800    0.01643  224.77739    0.00978    0.81349    0.90175    1.08474
   11.76560  224.24428    7.00000  223.86327    0.00170  224.77763    0.00000    1.17171    0.90042    0.41993
   11.76840  224.24524    7.00000  225.65724   -0.00630  224.77792    0.00000    1.36493    1.16332    0.84736
   11.77120  224.24622    7.00000  225.66060   -0.00631  224.77826   -0.00978    0.71339    1.08499    1.12668
   11.77400  224.24719    7.00000  221.36427    0.01286  224.77855    0.00978    0.79984    0.65096    1.00295
   11.77680  224.24812    7.00000  225.87849   -0.00727  224.77879    0.00000    1.03879    0.62419    1.79918
   11.77960  224.24901    7.00000  222.84706    0.00625  224.77904    0.00000    1.00179    0.88193    0.76394
   11.78240  224.24998    7.00000  226.88943   -0.01177  224.77936    0.00000    0.73298    0.67799    1.39162
   11.78520  224.25087    7.00000  222.03064    0.00990  224.77962   -0.00978    1.57029    0.48431    0.72448
   11.78800  224.25182    7.00000  223.61584    0.00284  224.77989   -0.00978    1.29162    0.86092    1.13460
   11.79080  224.25278    7.00000  226.18605   -0.00862  224.78018   -0.00978    0.76342    1.41039    1.02691
   11.79360  224.25374    7.00000  225.53162   -0.00570  224.78044    0.00978    1.06604    0.96416    0.79916
   11.79640  224.25471    7.00000  223.32356    0.00415  224.78079   -0.00978    0.56802    1.14200    0.98458
   11.79920  224.25562    7.00000  224.51909   -0.00117  224.78108   -0.00978    0.48977    1.36741    0.47087
   11.80200  224.25656    7.00000  223.32701    0.00415  224.78133    0.00978    1.08035    1.19811    0.65389
   11.80480  224.25745    7.00000  224.93410   -0.00302  224.78159   -0.00978    0.56903    0.93518    0.80292
   11.80760  224.25833    7.00000  226.43349   -0.00970  224.78183    0.00000    0.82891    0.86980    1.50496
   11.81040  224.25928    7.00000  224.64589   -0.00172  224.78210    0.00978    0.91146    0.48659    0.93063
   11.81320  224.26009    7.00000  223.16080    0.00490  224.78227    0.00000    0.98279    0.75852    0.52710
   11.81600  224.26097    7.00000  224.77475   -0.00229  224.78253   -0.00978    0.73407    0.89047    0.98948
   11.81880  224.26199    7.00000  224.69267   -0.00192  224.78288   -0.00978    0.71154    0.83237    0.80972
   11.82160  224.26286    6.00000  223.98053    0.00126  224.78307   -0.00978    0.76878    0.71080    1.36469
   11.82440  224.26381    6.00000  223.57631    0.00307  224.78339    0.00978    1.27293    0.55184    1.37802
   11.82720  224.26466    6.00000  223.79088    0.00211  224.78363    0.00000    1.10037    0.38385    0.47730
   11.83000  224.26558    6.00000  225.85992   -0.00711  224.78387   -0.00978    0.92855    0.87277    1.03762
   11.83280  224.26649    6.00000  221.69127    0.01148  224.78416   -0.00978    0.48778    0.77353    1.27769
   11.83560  224.26733    6.00000  225.58221   -0.00586  224.78433    0.00000    0.88370    0.68054    0.38171
   11.83840  224.26830    6.00000  223.75018    0.00231  224.78462    0.00978    0.57428    0.79461    0.80457
   11.84120  224.26910    6.00000  225.53334   -0.00564  224.78484   -0.00978    1.04998    0.59243    0.67427
   11.84400  224.26997    6.00000  227.79350   -0.01571  224.78506    0.00000    0.59994    1.44733    1.12938
   11.84680  224.27083    6.00000  220.77344    0.01559  224.78525    0.00000    0.78496    1.29632    0.77500
   11.84960  224.27171    6.00000  223.39873    0.00389  224.78549    0.00978    0.69812    1.15185    0.91602
   11.85240  224.27260    6.00000  226.14833   -0.00836  224.78577   -0.00978    1.13497    0.42378    0.77962
   11.85520  224.27348    6.00000  223.70404    0.00254  224.78598    0.00978    1.07020    1.07496    0.68747
   11.85800  224.27431    6.00000  223.87901    0.00176  224.78618    0.00978    1.08353    1.27360    1.17950
   11.86080  224.27521    6.00000  223.79140    0.00216  224.78644   -0.00978    0.80619    1.29505    1.12714
   11.86360  224.27612    6.00000  224.64040   -0.00162  224.78671    0.00978    1.10271    0.45821    0.81566
   11.86640  224.27698    6.00000  224.61601   -0.00151  224.78693    0.00978    1.08854    1.06422    0.68870
   11.86920  224.27785    6.00000  225.13416   -0.00382  224.78717    0.00000    0.54145    0.91832    0.74609
   11.87200  224.27864    6.00000  225.67023   -0.00620  224.78734    0.00000    0.95488    0.64969    0.84144
   11.87480  224.27946    6.00000  222.84901    0.00638  224.78751    0.00000    0.96422    0.80558    0.68336
   11.87760  224.28032    6.00000  225.66646   -0.00618  224.78773   -0.00978    0.55681    0.69418    0.69197
   11.88040  224.28113    6.00000  222.55006    0.00772  224.78792    0.00000    0.21911    1.09497    1.35969
   11.88320  224.28200    6.00000  222.08083    0.00981  224.78816   -0.00978    0.71841    0.82370    1.36105
   11.88600  224.28290    6.00000  224.27306    0.00004  224.78841    0.00978    0.55716    1.17813    0.79635
   11.88880  224.28374    6.00000  223.52849    0.00337  224.78862    0.00000    0.77969    0.76085    0.98356
   11.89160  224.28461    6.00000  225.61064   -0.00591  224.78886   -0.00978    0.60060    0.79398    1.55475
   11.89440  224.28540    6.00000  224.39296   -0.00048  224.78902    0.00978    0.49183    0.84026    0.77627
   11.89720  224.28627    6.00000  224.07497    0.00094  224.78928   -0.00978    0.82107    0.47743    0.78604
   11.90000  224.28711    6.00000  224.07024    0.00097  224.78947   -0.00978    1.12139    1.11997    1.19481
   11.90280  224.28790    6.00000  220.29521    0.01780  224.78964    0.00000    1.30986    0.79024    1.20722
   11.90560  224.28870    6.00000  225.30406   -0.00453  224.78981   -0.00978    1.60018    0.83064    0.49248
   11.90840  224.28951    6.00000  224.00793    0.00126  224.79001    0.00000    1.17373    0.71978    1.46976
   11.91120  224.29034    6.00000  223.07178    0.00543  224.79018    0.00978    0.94735    0.52736    1.45150
   11.91400  224.29106    6.00000  225.45781   -0.00520  224.79030   -0.00978    0.72376    0.59355    1.45995
   11.91680  224.29198    6.00000  222.76601    0.00680  224.79057    0.00000    1.10906    0.64517    0.77902
   11.91960  224.29279    6.00000  224.40764   -0.00051  224.79076    0.00978    0.84804    0.61653    1.03475
   11.92240  224.29358    6.00000  222.69556    0.00712  224.79095   -0.00978    1.11505    1.02559    0.73907
   11.92520  224.29443    6.00000  225.09529   -0.00357  224.79117    0.00000    0.77366    0.64885    0.71506
   11.92800  224.29521    6.00000  222.06171    0.00996  224.79132    0.00000    1.09334    0.56925    0.72553
   11.93080  224.29597    6.00000  223.95467    0.00152  224.79149   -0.00978    0.69258    0.69510    0.83929
   11.93360  224.29686    6.00000  226.01819   -0.00767  224.79173    0.00000    0.53867    0.27857    1.03229
   11.93640  224.29761    6.00000  221.77773    0.01123  224.79182    0.00978    0.71064    0.66527    0.94468
   11.93920  224.29834    6.00000  224.76366   -0.00207  224.79198    0.00000    0.55642    0.55840    0.77684
   11.94200  224.29915    6.00000  222.26410    0.00907  224.79214    0.00978    1.07235    0.93514    0.44003
   11.94480  224.29988    6.00000  222.87196    0.00637  224.79230    0.00000    1.34137    0.80045    0.73337
   11.94760  224.30072    6.00000  222.27521    0.00903  224.79251   -0.00978    0.51075    0.98870    0.34577
   11.95040  224.30150    6.00000  225.00471   -0.00314  224.79263    0.00000    0.34047    1.07783    0.69739
   11.95320  224.30226    6.00000  223.66820    0.00283  224.79280    0.00000    1.00516    1.01800    0.57398
   11.95600  224.30309    6.00000  224.85120   -0.00244  224.79300    0.00978    0.46590    1.15571    0.87779
   11.95880  224.30388    6.00000  223.89526    0.00182  224.79321    0.00978    0.88593    1.03968    0.92751
   11.96160  224.30464    6.00000  224.36253   -0.00026  224.79337    0.00000    0.61457    1.04340    0.97273
   11.96440  224.30537    6.00000  226.48486   -0.00972  224.79347   -0.00978    1.80669    1.31858    1.21589
   11.96720  224.30609    6.00000  225.37663   -0.00477  224.79359   -0.00978    1.22940    1.19102    0.48190
   11.97000  224.30687    6.00000  223.75020    0.00248  224.79375    0.00978    0.99860    1.06389    0.95091
   11.97280  224.30769    6.00000  221.29082    0.01345  224.79395    0.00978    0.55701    1.13347    1.01318
   11.97560  224.30841    6.00000  222.47047    0.00819  224.79407    0.00978    0.55417    0.96620    1.07863
   11.97840  224.30910    6.00000  225.98808   -0.00749  224.79416    0.00000    1.20372    0.74558    0.77585
   11.98120  224.30994    6.00000  223.47887    0.00371  224.79437    0.00000    0.67002    1.17156    1.44603
   11.98400  224.31065    6.00000  224.43336   -0.00055  224.79448    0.00000    0.35820    0.80199    0.66728
   11.98680  224.31142    6.00000  224.16762    0.00064  224.79465    0.00000    1.22651    0.77463    1.01476
   11.98960  224.31219    6.00000  224.43060   -0.00053  224.79482    0.00000    0.48100    1.08817    0.60400
   11.99240  224.31297    6.00000  221.70363    0.01163  224.79498    0.00000    0.59313    1.32297    0.83226
   11.99520  224.31366    6.00000  222.51318    0.00803  224.79506    0.00000    0.52240    0.47982    1.07446
   11.99800  224.31438    6.00000  223.12323    0.00531  224.79518    0.00000    1.17326    0.72635    1.17461
   12.00080  224.31514    6.00000  226.82118   -0.01117  224.79535    0.00000    0.57782    0.48789    1.02833
   12.00360  224.31586    6.00000  224.07971    0.00105  224.79543    0.00000    1.41671    0.64952    0.56510
   12.00640  224.31657    6.00000  222.51439    0.00803  224.79556   -0.00978    0.95837    1.22595    0.60430
   12.00920  224.31728    6.00000  221.63708    0.01195  224.79568   -0.00978    1.22773    0.46983    1.25423
   12.01200  224.31799    6.00000  225.50983   -0.00531  224.79579    0.00000    0.82125    0.90442    0.64769
   12.01480  224.31877    6.00000  222.74818    0.00700  224.79593    0.00978    1.05096    0.74644    0.68665
   12.01760  224.31950    6.00000  224.38210   -0.00028  224.79610   -0.00978    0.95413    0.92995    0.73211
   12.02040  224.32025    6.00000  224.84459   -0.00234  224.79625   -0.00978    1.09477    0.75421    1.44919
   12.02320  224.32097    6.00000  225.79802   -0.00658  224.79637    0.00000    1.29554    1.17785    0.36123
   12.02600  224.32167    6.00000  223.71002    0.00273  224.79646   -0.00978    0.65272    0.40431    0.91744
   12.02880  224.32239    6.00000  225.76256   -0.00642  224.79659   -0.00978    0.46974    1.04833    0.81305
   12.03160  224.32307    6.00000  224.24452    0.00035  224.79668    0.00000    0.58880    1.10931    0.71870
   12.03440  224.32368    6.00000  221.58258    0.01222  224.79671   -0.00978    1.19214    0.37781    0.98252
   12.03720  224.32445    6.00000  223.43475    0.00397  224.79686    0.00978    0.33037    1.17754    0.40802
   12.04000  224.32512    6.00000  224.79799   -0.00211  224.79695   -0.00978    0.89939    0.46559    0.90309
   12.04280  224.32582    6.00000  226.02898   -0.00759  224.79704    0.00000    1.18617    1.02781    0.98590
   12.04560  224.32654    6.00000  222.33720    0.00887  224.79715    0.00000    0.82954    1.01780    0.81845
   12.04840  224.32726    6.00000  222.72675    0.00713  224.79729   -0.00978    1.19134    0.99040    1.33674
   12.05120  224.32794    6.00000  228.06581   -0.01666  224.79739    0.00000    0.49727    0.60721    1.11183
   12.05400  224.32867    6.00000  223.95062    0.00169  224.79750    0.00978    1.30856    0.55813    0.76523
   12.05680  224.32928    6.00000  227.23442   -0.01295  224.79756   -0.00978    1.13981    0.57640    0.55898
   12.05960  224.33006    6.00000  222.18864    0.00955  224.79773    0.00000    0.70541    0.87964    1.25500
   12.06240  224.33064    6.00000  224.41840   -0.00039  224.79774    0.00000    0.79757    0.82071    0.68055
   12.06520  224.33138    6.00000  223.03108    0.00580  224.79785    0.00978    0.91820    0.54380    1.20754
   12.06800  224.33202    6.00000  224.48521   -0.00068  224.79794   -0.00978    0.88366    0.75768    0.67554
   12.07080  224.33266    6.00000  224.92859   -0.00266  224.79797    0.00000    0.63415    1.24159    0.71567
   12.07360  224.33337    6.00000  223.90108    0.00193  224.79811    0.00978    0.82809    1.31053    1.20434
   12.07640  224.33403    6.00000  221.67468    0.01185  224.79816    0.00000    0.72529    0.82162    0.55224
   12.07920  224.33470    6.00000  224.83589   -0.00223  224.79826    0.00000    1.11586    0.93123    0.52612
   12.08200  224.33537    6.00000  223.74385    0.00264  224.79836   -0.00978    0.68035    1.42215    0.97899
   12.08480  224.33606    6.00000  222.83781    0.00668  224.79846   -0.00978    0.73121    0.26382    0.16732
   12.08760  224.33675    6.00000  224.34937   -0.00006  224.79855    0.00978    0.72192    0.54995    1.46805
   12.09040  224.33734    6.00000  226.06932   -0.00772  224.79857    0.00978    0.72649    1.09631    1.29879
   12.09320  224.33800    6.00000  222.82239    0.00676  224.79865   -0.00978    0.43026    0.85739    0.82407
   12.09600  224.33862    6.00000  223.89568    0.00197  224.79869    0.00000    0.72761    0.74371    0.67365
   12.09880  224.33928    6.00000  225.77119   -0.00638  224.79877   -0.00978    1.08051    0.84294    0.87993
   12.10160  224.33989    6.00000  223.48309    0.00382  224.79880   -0.00978    0.68002    0.45289    0.34898
   12.10440  224.34056    6.00000  223.40901    0.00415  224.79889    0.00000    0.86881    0.63625    0.76986
   12.10720  224.34120    6.00000  222.86781    0.00657  224.79893    0.00000    0.93682    1.09284    1.01836
   12.11000  224.34187    6.00000  225.97072   -0.00726  224.79904    0.00978    1.20923    0.29294    0.89405
   12.11280  224.34248    6.00000  223.82518    0.00231  224.79910   -0.00978    0.57882    0.50008    0.36363
   12.11560  224.34314    6.00000  225.61316   -0.00566  224.79916    0.00000    1.00644    0.99231    0.94345
   12.11840  224.34381    6.00000  222.89684    0.00645  224.79922    0.00000    0.59940    1.20152    0.54648
   12.12120  224.34450    6.00000  222.14111    0.00982  224.79935    0.00978    1.19824    0.78292    0.78602
   12.12400  224.34509    6.00000  224.55315   -0.00093  224.79935    0.00978    1.53844    1.44434    0.59281
   12.12680  224.34569    6.00000  224.78658   -0.00197  224.79941    0.00000    1.21384    1.01709    0.78099
   12.12960  224.34627    6.00000  223.84944    0.00221  224.79942   -0.00978    1.24201    0.99157    1.15509
   12.13240  224.34685    6.00000  222.58150    0.00787  224.79942    0.00000    1.03398    0.55142    0.65409
   12.13520  224.34753    6.00000  223.65172    0.00310  224.79951    0.00978    0.76617    0.77901    0.59776
   12.13800  224.34808    6.00000  221.40269    0.01313  224.79951   -0.00978    1.12416    0.71081    0.70554
   12.14080  224.34874    6.00000  222.15431    0.00978  224.79959    0.00978    0.96923    0.81759    0.98523
   12.14360  224.34938    6.00000  224.93050   -0.00259  224.79970    0.00000    0.80646    1.23501    0.95940
   12.14640  224.34996    6.00000  222.05084    0.01025  224.79970   -0.00978    1.59398    0.44568    0.75170
   12.14920  224.35063    6.00000  223.44104    0.00405  224.79976    0.00978    1.21542    0.73957    0.61988
   12.15200  224.35118    6.00000  223.88240    0.00209  224.79976   -0.00978    0.83419    0.47429    1.00648
   12.15480  224.35182    6.00000  222.32417    0.00904  224.79987    0.00000    0.67533    0.56542    0.57091
