   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    1.79480  136.96643   35.00000  138.80022   -0.01339  142.39845    0.00000    0.93356    1.02683    1.21714
    1.79760  137.06320   35.00000  139.91614   -0.02081  142.50058    0.00608    1.12757    0.84309    0.82428
    1.80040  137.15926   35.00000  141.01607   -0.02812  142.60214    0.00607    0.89269    0.94204    0.99484
    1.80320  137.25594   35.00000  142.43030   -0.03770  142.70412    0.00606    0.86543    1.26820    1.04508
    1.80600  137.35184   35.00000  133.86240    0.02541  142.80539    0.00000    0.93642    0.95790    1.02725
    1.80880  137.44836   36.00000  142.39932   -0.03602  142.90714   -0.00605    0.70433    1.04195    0.86984
    1.81160  137.54457   36.00000  144.53110   -0.05079  143.00861    0.00000    0.97848    0.97991    1.05673
    1.81440  137.64011   36.00000  140.15765   -0.01829  143.10947    0.00000    0.82630    0.86479    0.74659
    1.81720  137.73599   36.00000  133.81367    0.02848  143.21063    0.00602    1.09602    0.94099    0.89681
    1.82000  137.83189   36.00000  138.07672   -0.00178  143.31175    0.00000    1.19428    1.06337    0.82236
    1.82280  137.92715   36.00000  136.89604    0.00748  143.41232    0.00000    1.01235    0.86754    1.04531
    1.82560  138.02266   36.00000  134.54695    0.02518  143.51308    0.00000    0.70987    0.99568    1.04927
    1.82840  138.11821   36.00000  134.97345    0.02277  143.61382    0.00000    0.75251    0.85592    0.88284
    1.83120  138.21317   36.00000  129.86462    0.06040  143.71390   -0.00598    1.01500    0.96097    0.82362
    1.83400  138.30846   36.00000  136.59666    0.01238  143.81444   -0.00597    0.95342    1.00246    1.03993
    1.83680  138.40358   36.00000  145.36659   -0.05031  143.91469   -0.00596    0.84927    0.85154    0.96619
    1.83960  138.49817   36.00000  141.59833   -0.02238  144.01436    0.00000    0.95172    0.83103    0.85221
    1.84240  138.59306   36.00000  139.87556   -0.00925  144.11447    0.00000    0.93279    0.99255    1.03734
    1.84520  138.68738   36.00000  139.51759   -0.00599  144.21388   -0.01188    0.96742    1.16231    0.94887
    1.84800  138.78210   36.00000  142.78856   -0.02887  144.31364    0.01186    1.09669    0.77922    1.05140
    1.85080  138.87672   36.00000  136.50620    0.01707  144.41333    0.00000    1.10206    1.10501    1.11503
    1.85360  138.97119   36.00000  138.59491    0.00271  144.51285   -0.01183    0.90717    1.12692    1.02471
    1.85640  139.06512   36.00000  142.94684   -0.02791  144.61182    0.01181    0.75014    1.06725    0.92267
    1.85920  139.15924   36.00000  135.70497    0.02482  144.71104    0.00000    1.07532    1.01216    1.20249
    1.86200  139.25279   36.00000  141.59711   -0.01683  144.80962    0.00000    1.10409    0.98902    1.05849
    1.86480  139.34692   36.00000  136.00870    0.02396  144.90869    0.00000    0.94114    0.96201    0.78629
    1.86760  139.44087   36.00000  144.32959   -0.03506  145.00757    0.01175    0.99936    1.08500    1.04480
    1.87040  139.53410   36.00000  134.31482    0.03741  145.10582    0.00000    0.87554    1.04180    0.85471
    1.87320  139.62776   36.00000  142.83644   -0.02298  145.20450   -0.01171    1.00535    0.97584    0.96398
    1.87600  139.72130   36.00000  143.24323   -0.02521  145.30290    0.00000    0.78046    0.97134    0.94830
    1.87880  139.81416   36.00000  143.37843   -0.02549  145.40080    0.00000    1.10027    0.85145    0.98695
    1.88160  139.90767   36.00000  133.82001    0.04351  145.49905    0.01167    0.89642    0.77187    0.98992
    1.88440  140.00090   36.00000  138.98526    0.00725  145.59721    0.00000    1.15144    1.04424    0.86911
    1.88720  140.09340   36.00000  136.69305    0.02427  145.69464    0.01164    1.19446    1.03726    0.86865
    1.89000  140.18639   36.00000  135.01086    0.03692  145.79247    0.00000    0.93019    0.97741    0.92831
    1.89280  140.27928   36.00000  139.57468    0.00502  145.89020    0.01160    1.04902    1.05128    0.95914
    1.89560  140.37164   36.00000  142.13481   -0.01256  145.98737    0.00000    0.98938    0.94513    1.01438
    1.89840  140.46419   36.00000  130.60138    0.07022  146.08478    0.01157    1.09638    1.22507    0.87324
    1.90120  140.55676   36.00000  151.60191   -0.07858  146.18205    0.00000    0.96328    1.11643    1.09081
    1.90400  140.64864   36.00000  141.79785   -0.00817  146.27884    0.00000    0.92519    1.04078    0.95487
    1.90680  140.74104   36.00000  141.58101   -0.00597  146.37598    0.00000    1.12540    1.03375    1.08178
    1.90960  140.83282   36.00000  144.55603   -0.02644  146.47246    0.01151    1.00295    1.14973    0.93976
    1.91240  140.92497   36.00000  137.56070    0.02387  146.56932    0.00000    0.81454    0.86788    1.08019
    1.91520  141.01695   36.00000  140.62251    0.00280  146.66603   -0.01148    1.04977    0.84525    0.95756
    1.91800  141.10866   36.00000  138.01323    0.02194  146.76251    0.01147    1.15187    0.95807    1.07139
    1.92080  141.20000   36.00000  132.52911    0.06141  146.85854    0.00000    1.16499    1.11561    0.86367
    1.92360  141.29178   36.00000  135.15050    0.04347  146.95491    0.00000    0.83398    1.20718    1.12568
    1.92640  141.38271   36.00000  138.03316    0.02369  147.05052    0.00000    1.06566    0.92636    0.95956
    1.92920  141.47411   36.00000  143.81549   -0.01655  147.14664    0.00000    0.87820    1.08478    0.69920
    1.93200  141.56561   36.00000  144.72794   -0.02234  147.24269    0.00000    1.01457    1.02863    1.02021
    1.93480  141.65637   36.00000  140.34264    0.00927  147.33806    0.00000    0.89057    1.09444    1.01999
    1.93760  141.74736   36.00000  144.19342   -0.01726  147.43375    0.00000    1.12372    0.85893    0.94223
    1.94040  141.83847   36.00000  143.20433   -0.00963  147.52934    0.01135    1.01720    0.88428    1.07384
    1.94320  141.92877   36.00000  137.73108    0.02958  147.62431    0.00000    1.17664    0.87768    0.88569
    1.94600  142.01962   36.00000  137.55910    0.03141  147.71968    0.01132    0.97779    0.91480    1.06200
    1.94880  142.11028   36.00000  139.44402    0.01876  147.81479   -0.01130    1.11433    0.94153    0.93196
    1.95160  142.20045   36.00000  147.78619   -0.03928  147.90955    0.01129    0.79704    1.03068    0.86142
    1.95440  142.29088   36.00000  150.43974   -0.05727  148.00444    0.00000    0.82492    0.78013    0.85023
    1.95720  142.38071   36.00000  143.94777   -0.01101  148.09888   -0.01126    0.74372    1.00402    0.91483
    1.96000  142.47096   36.00000  142.76105   -0.00204  148.19353    0.00000    0.95512    1.04094    0.90903
    1.96280  142.56116   36.00000  141.19109    0.00961  148.28819    0.00000    1.01513    0.72458    1.13985
    1.96560  142.65118   36.00000  147.86702   -0.03656  148.38261   -0.01122    0.86892    1.01530    0.88484
    1.96840  142.74055   37.00000  143.35188   -0.00428  148.47652    0.00000    1.09871    1.01926    0.94039
    1.97120  142.83049   37.00000  137.70485    0.03589  148.57076    0.01119    0.80398    1.03508    0.97993
    1.97400  142.91963   37.00000  141.70700    0.00848  148.66443    0.01118    0.97099    0.91605    0.99354
    1.97680  143.00932   37.00000  138.49155    0.03159  148.75848    0.00000    0.93363    0.90464    0.99426
    1.97960  143.09880   37.00000  142.28073    0.00572  148.85228    0.00000    1.02177    0.93539    0.93586
    1.98240  143.18777   37.00000  143.97609   -0.00551  148.94557    0.00000    0.88446    0.90908    0.92227
    1.98520  143.27701   37.00000  138.48471    0.03345  149.03920    0.01112    0.78964    0.97963    0.76477
    1.98800  143.36613   37.00000  146.75389   -0.02363  149.13269    0.01111    0.81332    1.01788    0.91148
    1.99080  143.45467   37.00000  144.84668   -0.00970  149.22559    0.00000    0.85443    0.92762    1.02672
    1.99360  143.54382   37.00000  139.94550    0.02507  149.31892   -0.01108    0.92339    0.97353    0.81384
    1.99640  143.63266   37.00000  145.11392   -0.01031  149.41206    0.00000    0.86644    1.09425    0.93139
    1.99920  143.72095   37.00000  131.33392    0.08619  149.50467    0.01105    1.01887    0.78681    0.84665
    2.00200  143.80952   37.00000  140.91406    0.02013  149.59750    0.00000    0.95358    1.06234    0.94452
    2.00480  143.89807   37.00000  140.26762    0.02523  149.69031    0.00000    1.07176    1.12008    1.22157
    2.00760  143.98610   37.00000  138.30627    0.03945  149.78256    0.01101    1.20910    1.17091    1.23600
    2.01040  144.07452   37.00000  136.66815    0.05141  149.87511    0.00000    1.16248    1.11646    1.02514
    2.01320  144.16234   37.00000  144.98032   -0.00567  149.96713   -0.01098    0.89440    0.97116    1.11655
    2.01600  144.25050   37.00000  146.80876   -0.01773  150.05949    0.00000    0.82532    1.00236    1.04892
    2.01880  144.33835   37.00000  143.50713    0.00576  150.15157    0.00000    0.94688    0.96670    1.02558
    2.02160  144.42592   37.00000  137.55685    0.04756  150.24324    0.00000    0.95760    0.80051    1.06818
    2.02440  144.51373   37.00000  153.24721   -0.06043  150.33519    0.00000    1.27032    1.03581    1.07645
    2.02720  144.60147   37.00000  140.58521    0.02777  150.42702    0.00000    0.94599    1.11673    0.88180
    2.03000  144.68860   37.00000  130.60788    0.09732  150.51836   -0.01090    1.09892    0.96801    1.13752
    2.03280  144.77612   37.00000  146.26987   -0.01032  150.60991    0.00000    1.16882    1.02481    0.97686
    2.03560  144.86357   37.00000  145.85312   -0.00683  150.70146    0.00000    1.04136    0.98449    0.88858
    2.03840  144.95029   37.00000  139.85277    0.03517  150.79233    0.00000    0.81535    1.00058    0.91397
    2.04120  145.03755   37.00000  148.92975   -0.02684  150.88358    0.01085    0.80675    0.79923    1.14476
    2.04400  145.12479   37.00000  147.59973   -0.01705  150.97478    0.00000    0.89483    0.97756    1.03623
    2.04680  145.21118   37.00000  136.96695    0.05677  151.06529    0.00000    1.12335    0.99164    1.02712
    2.04960  145.29810   37.00000  144.72206    0.00396  151.15620    0.00000    0.97991    0.99151    0.88608
    2.05240  145.38454   37.00000  141.85005    0.02431  151.24658    0.00000    1.03403    1.00722    0.95021
    2.05520  145.47115   37.00000  149.18996   -0.02556  151.33719   -0.01078    1.04065    0.92982    0.99428
    2.05800  145.55777   37.00000  147.73222   -0.01494  151.42775    0.00000    0.86675    1.15469    0.90115
    2.06080  145.64430   37.00000  141.80083    0.02639  151.51823    0.00000    1.10578    1.01889    0.93338
    2.06360  145.73022   37.00000  146.32901   -0.00411  151.60818    0.00000    0.99022    0.86999    0.78260
    2.06640  145.81651   37.00000  144.35918    0.00999  151.69841    0.00000    0.87502    0.97575    0.98792
    2.06920  145.90221   37.00000  147.35864   -0.00998  151.78798    0.00000    0.97564    1.02045    0.94208
    2.07200  145.98840   37.00000  154.25793   -0.05665  151.87805    0.01071    1.14136    0.94036    1.12331
    2.07480  146.07433   37.00000  146.42146   -0.00238  151.96788    0.01070    0.96268    0.98666    0.97741
    2.07760  146.16031   37.00000  146.64529   -0.00332  152.05763    0.00000    0.96911    0.83998    1.12682
    2.08040  146.24556   37.00000  151.93091   -0.03888  152.14685    0.00000    0.75243    1.07651    0.99701
    2.08320  146.33125   37.00000  156.05101   -0.06642  152.23636    0.00000    0.71932    1.04909    0.96427
    2.08600  146.41640   37.00000  146.91264   -0.00339  152.32538    0.00000    1.06222    1.09129    0.90077
    2.08880  146.50206   37.00000  142.35152    0.02833  152.41472    0.00000    0.99928    1.07398    1.10928
    2.09160  146.58739   37.00000  144.00211    0.01764  152.50385    0.00000    0.54668    0.87546    1.03960
    2.09440  146.67226   37.00000  147.11177   -0.00300  152.59259    0.01061    1.07511    0.86786    0.97938
    2.09720  146.75748   37.00000  153.64502   -0.04693  152.68152   -0.01060    1.16272    0.95846    0.85629
    2.10000  146.84256   37.00000  158.34560   -0.07834  152.77032    0.00000    0.85098    0.83644    0.83440
    2.10280  146.92714   37.00000  146.72806    0.00136  152.85869    0.01057    1.03860    1.07073    1.12247
    2.10560  147.01192   37.00000  145.11400    0.01291  152.94727    0.00000    0.83754    1.11719    1.05034
    2.10840  147.09679   37.00000  144.56480    0.01721  153.03572    0.00000    0.92635    0.97770    1.01927
    2.11120  147.18106   37.00000  136.39619    0.07328  153.12375    0.00000    0.94748    0.79032    1.00548
    2.11400  147.26570   37.00000  154.57317   -0.04962  153.21207    0.00000    1.04992    1.18284    0.94859
    2.11680  147.34972   37.00000  150.04788   -0.01831  153.29984    0.01051    0.75565    1.06938    1.01150
    2.11960  147.43404   37.00000  134.55267    0.08737  153.38786   -0.01050    0.90221    0.83723    0.99656
    2.12240  147.51846   37.00000  148.41705   -0.00609  153.47580    0.00000    1.15402    1.08670    0.87299
    2.12520  147.60271   37.00000  149.12056   -0.01028  153.56366    0.00000    1.03679    0.93747    1.02104
    2.12800  147.68633   37.00000  143.26656    0.02993  153.65096   -0.01046    1.07175    0.84959    0.94198
    2.13080  147.77028   37.00000  157.29480   -0.06445  153.73856    0.00000    0.88558    0.78890    0.99209
    2.13360  147.85393   37.00000  146.45441    0.00947  153.82568    0.01044    1.01632    1.21295    1.09609
    2.13640  147.93755   37.00000  154.90933   -0.04713  153.91302    0.01043    0.97504    0.84177    0.87595
    2.13920  148.02139   37.00000  151.60312   -0.02420  154.00037    0.01041    1.09544    1.04537    1.02581
    2.14200  148.10451   37.00000  142.67023    0.03669  154.08708    0.01040    0.98201    1.28205    1.21330
    2.14480  148.18805   37.00000  138.87448    0.06285  154.17416   -0.01039    0.84644    1.00677    1.00785
    2.14760  148.27151   37.00000  145.38326    0.01948  154.26112    0.00000    1.07321    1.11512    1.02144
    2.15040  148.35454   37.00000  146.07724    0.01535  154.34763    0.00000    1.06111    1.06210    0.93001
    2.15320  148.43771   37.00000  150.33990   -0.01281  154.43434    0.01036    0.94367    0.96610    0.77053
    2.15600  148.52100   37.00000  149.96489   -0.00972  154.52100    0.01034    1.12313    0.85038    1.14086
    2.15880  148.60344   37.00000  148.28462    0.00215  154.60704    0.00000    0.80855    0.94399    0.82490
    2.16160  148.68648   37.00000  145.65338    0.02040  154.69344    0.00000    0.86148    0.94758    1.02925
    2.16440  148.76909   37.00000  144.62628    0.02785  154.77942    0.00000    1.22056    0.93067    0.97648
    2.16720  148.85179   37.00000  150.17068   -0.00886  154.86555    0.01030    1.03458    0.95848    0.90807
    2.17000  148.93433   37.00000  146.80580    0.01429  154.95164    0.01029    0.89036    1.19089    0.86849
    2.17280  149.01692   37.00000  145.92056    0.02078  155.03758    0.00000    0.89496    0.95379    0.85660
    2.17560  149.09894   37.00000  151.05870   -0.01314  155.12305    0.01026    0.89168    0.91116    1.06618
    2.17840  149.18150   37.00000  151.36473   -0.01463  155.20885    0.01025    0.82320    0.97987    1.11600
    2.18120  149.26335   37.00000  150.65450   -0.00932  155.29411    0.00000    1.07397    0.85137    0.96582
    2.18400  149.34549   38.00000  151.72810   -0.01595  155.37968   -0.01023    1.00210    1.18393    1.06299
    2.18680  149.42769   38.00000  147.71127    0.01149  155.46510    0.00000    0.84839    1.11445    0.89963
    2.18960  149.50925   38.00000  149.58223   -0.00049  155.55003    0.01021    1.04200    0.93865    0.97671
    2.19240  149.59119   38.00000  155.42874   -0.03902  155.63531    0.00000    0.96801    1.24357    0.97305
    2.19520  149.67308   38.00000  143.35687    0.04220  155.72043    0.01019    1.07600    0.89553    0.65399
    2.19800  149.75424   38.00000  150.40045   -0.00432  155.80495    0.00000    0.92998    0.86456    1.00278
    2.20080  149.83606   38.00000  151.41515   -0.01054  155.88991    0.00000    0.93366    0.87911    0.88039
    2.20360  149.91760   38.00000  146.90654    0.02008  155.97475    0.00000    1.02054    0.79120    1.01143
    2.20640  149.99854   38.00000  148.38336    0.01077  156.05901    0.01014    0.93962    0.87161    0.94292
    2.20920  150.07999   38.00000  153.11473   -0.02022  156.14359    0.00000    0.95854    0.98811    0.95415
    2.21200  150.16116   38.00000  136.45555    0.09127  156.22801    0.00000    0.95954    0.80605    1.09466
    2.21480  150.24199   38.00000  150.26186   -0.00013  156.31209    0.00000    1.20552    0.97072    0.91737
    2.21760  150.32306   38.00000  162.26698   -0.07946  156.39636    0.00000    0.92700    0.93401    0.83661
    2.22040  150.40378   38.00000  149.83037    0.00381  156.48015    0.00000    1.11595    1.04574    1.13216
    2.22320  150.48454   38.00000  142.41399    0.05363  156.56410    0.00000    0.88185    0.91651    1.01642
    2.22600  150.56534   38.00000  145.05708    0.03658  156.64809    0.00000    1.05501    0.96518    1.05473
    2.22880  150.64568   38.00000  162.12158   -0.07618  156.73152   -0.01005    0.91622    0.86229    0.98506
    2.23160  150.72618   38.00000  145.66939    0.03355  156.81526   -0.01004    0.90441    0.84038    1.00225
    2.23440  150.80687   38.00000  159.98907   -0.06089  156.89900    0.00000    1.15824    1.00615    1.00183
    2.23720  150.88722   38.00000  154.36501   -0.02305  156.98244    0.01002    0.77902    0.78681    0.99072
    2.24000  150.96719   38.00000  146.60651    0.02888  157.06549   -0.01001    1.08923    0.96573    0.93893
    2.24280  151.04753   38.00000  146.61560    0.02934  157.14883    0.00000    0.93729    1.08452    0.88853
    2.24560  151.12718   38.00000  151.14742   -0.00013  157.23169    0.00999    0.81626    1.04320    1.17975
    2.24840  151.20744   38.00000  154.50861   -0.02183  157.31487    0.00000    0.80958    0.91968    0.86541
    2.25120  151.28741   38.00000  150.63243    0.00433  157.39787   -0.00997    0.96089    0.92209    0.92273
    2.25400  151.36682   38.00000  157.53871   -0.04077  157.48039    0.00000    0.99658    0.90681    0.89133
    2.25680  151.44667   38.00000  153.04440   -0.01055  157.56316    0.00000    0.92726    1.09780    1.15992
    2.25960  151.52631   38.00000  155.95219   -0.02921  157.64581   -0.00994    1.06787    1.01551    0.86572
    2.26240  151.60553   38.00000  163.29561   -0.07711  157.72807    0.00993    1.10870    0.82247    0.97245
    2.26520  151.68510   38.00000  166.04491   -0.09467  157.81059   -0.00992    0.86396    0.94300    0.89334
    2.26800  151.76460   38.00000  154.11371   -0.01548  157.89299    0.00000    0.71297    1.09011    0.86692
    2.27080  151.84354   38.00000  161.14240   -0.06124  157.97493    0.00000    1.00890    0.87018    1.01203
    2.27360  151.92281   38.00000  150.97054    0.00627  158.05714   -0.00989    0.96812    1.06576    0.95724
    2.27640  152.00194   38.00000  148.93314    0.02019  158.13914    0.00000    0.87571    0.86349    0.73851
    2.27920  152.08067   38.00000  158.24355   -0.04052  158.22076    0.00000    0.93829    1.04649    1.13968
    2.28200  152.15959   38.00000  141.87202    0.06761  158.30263    0.00986    0.89525    0.85991    0.92267
    2.28480  152.23828   38.00000  151.72093    0.00340  158.38414    0.00000    0.91201    0.92989    1.07361
    2.28760  152.31694   38.00000  142.67432    0.06331  158.46577    0.00984    0.73145    1.06538    0.92244
    2.29040  152.39571   38.00000  155.44232   -0.01999  158.54736    0.00000    1.22585    0.94280    0.72021
    2.29320  152.47406   38.00000  149.85182    0.01720  158.62848    0.00982    0.83165    1.10774    0.88659
    2.29600  152.55251   38.00000  162.39383   -0.06451  158.70982    0.00000    0.99227    1.01153    0.83952
    2.29880  152.63097   38.00000  140.22250    0.08130  158.79111    0.00000    0.91147    0.74757    0.76344
    2.30160  152.70900   38.00000  151.08777    0.01062  158.87196    0.00000    1.06665    1.09831    0.92705
    2.30440  152.78731   38.00000  149.70325    0.02019  158.95297    0.00000    1.01188    1.04881    1.01371
    2.30720  152.86548   38.00000  154.49663   -0.01067  159.03398    0.00000    0.79645    0.78993    0.94472
    2.31000  152.94319   38.00000  157.61290   -0.03053  159.11449    0.00000    1.13248    0.97984    1.04019
    2.31280  153.02124   38.00000  143.80283    0.06024  159.19530   -0.00975    0.97193    0.92924    0.91547
    2.31560  153.09920   38.00000  150.15742    0.01921  159.27597    0.00000    0.79145    0.92206    0.82611
    2.31840  153.17680   38.00000  149.47560    0.02416  159.35623    0.00000    1.08574    1.16244    1.07758
    2.32120  153.25449   38.00000  157.56551   -0.02813  159.43663   -0.00972    1.02511    0.92997    1.00288
    2.32400  153.33174   38.00000  156.11696   -0.01816  159.51663    0.00971    0.74892    0.96120    0.95011
    2.32680  153.40933   38.00000  149.44936    0.02581  159.59689   -0.00970    1.01784    1.19898    0.94460
    2.32960  153.48677   38.00000  155.75862   -0.01480  159.67708    0.00000    0.83582    1.00090    0.81804
    2.33240  153.56430   38.00000  154.45335   -0.00579  159.75716    0.00000    0.93580    1.30667    0.86719
    2.33520  153.64122   38.00000  152.22234    0.00924  159.83682    0.00967    0.85790    1.02996    0.81286
    2.33800  153.71846   38.00000  152.16289    0.01012  159.91669    0.00000    0.98471    0.91347    1.03521
    2.34080  153.79527   38.00000  146.30621    0.04869  159.99608    0.00000    0.89225    0.96644    0.86214
    2.34360  153.87224   38.00000  162.05779   -0.05320  160.07576   -0.00964    0.96534    0.92105    0.88191
    2.34640  153.94920   38.00000  149.65872    0.02787  160.15536    0.00000    0.93553    1.02380    0.94004
    2.34920  154.02588   38.00000  157.78697   -0.02442  160.23450   -0.00962    0.97345    0.81308    1.00303
    2.35200  154.10258   38.00000  148.65718    0.03534  160.31389   -0.00961    1.05407    0.95599    0.90239
    2.35480  154.17937   38.00000  147.22375    0.04511  160.39319    0.00000    0.88896    0.95243    0.93734
    2.35760  154.25554   38.00000  163.74751   -0.06153  160.47195    0.00000    0.91260    0.74380    1.05224
    2.36040  154.33223   38.00000  160.78667   -0.04182  160.55110    0.00000    1.05244    1.17354    0.83008
    2.36320  154.40872   38.00000  158.33279   -0.02541  160.63011    0.00000    1.16441    1.21590    0.97435
    2.36600  154.48460   38.00000  148.81171    0.03672  160.70865    0.00000    0.91268    1.13954    1.20119
    2.36880  154.56100   38.00000  158.21643   -0.02365  160.78749    0.00000    1.05089    1.01789    1.02030
    2.37160  154.63676   38.00000  148.82928    0.03756  160.86583    0.00000    1.12367    0.93997    1.00687
    2.37440  154.71294   38.00000  153.06866    0.01063  160.94446    0.00000    0.97259    0.97144    1.10649
    2.37720  154.78896   38.00000  156.68300   -0.01224  161.02295    0.00000    0.89303    1.03910    1.02836
    2.38000  154.86494   38.00000  149.46281    0.03488  161.10130    0.00000    0.98911    1.03934    0.99229
    2.38280  154.94037   38.00000  154.16890    0.00498  161.17926    0.00000    0.97205    0.93089    1.00715
    2.38560  155.01617   38.00000  150.47742    0.02928  161.25755    0.00000    0.90807    0.75487    0.87070
    2.38840  155.09151   38.00000  157.35062   -0.01457  161.33533    0.00000    0.84220    0.75523    0.92490
    2.39120  155.16713   38.00000  156.77075   -0.01033  161.41335    0.00000    0.96827    0.99323    0.84286
    2.39400  155.24280   38.00000  154.45490    0.00508  161.49127    0.00000    0.96665    0.75528    0.84447
    2.39680  155.31816   38.00000  153.04507    0.01463  161.56909    0.00000    1.12049    1.02689    0.96103
    2.39960  155.39317   38.00000  154.76155    0.00406  161.64650    0.00000    1.10914    0.90796    1.15547
    2.40240  155.46849   38.00000  148.24866    0.04644  161.72418    0.00000    0.98110    1.06329    0.95753
    2.40520  155.54335   38.00000  152.26717    0.02106  161.80141   -0.00943    0.88731    0.93000    1.00686
    2.40800  155.61838   38.00000  153.44768    0.01395  161.87881    0.00000    0.94842    1.05923    1.10350
    2.41080  155.69357   38.00000  158.75996   -0.01969  161.95621    0.00000    1.02353    1.07533    0.88637
    2.41360  155.76814   38.00000  153.85902    0.01226  162.03314    0.00941    1.09997    1.13994    1.11955
    2.41640  155.84306   38.00000  162.41759   -0.04219  162.11031    0.00000    1.04940    1.04101    0.93135
    2.41920  155.91771   38.00000  149.83549    0.03901  162.18736   -0.00939    1.03301    0.98470    1.11594
    2.42200  155.99214   38.00000  155.17401    0.00524  162.26401    0.00000    1.14546    1.01029    1.04944
    2.42480  156.06674   38.00000  156.27708   -0.00135  162.34091    0.00937    1.08569    1.05181    0.93868
    2.42760  156.14130   38.00000  149.56836    0.04210  162.41771    0.00000    0.82039    0.99681    0.91409
    2.43040  156.21541   38.00000  154.28331    0.01237  162.49403   -0.00935    0.97193    0.82739    0.92391
    2.43320  156.28967   38.00000  152.67068    0.02316  162.57062    0.00000    0.88491    1.01108    1.16817
    2.43600  156.36374   38.00000  147.66910    0.05561  162.64690   -0.00934    0.89437    0.88018    1.09999
    2.43880  156.43793   38.00000  155.75623    0.00436  162.72331    0.00000    1.06814    1.10937    1.11706
    2.44160  156.51207   38.00000  152.60194    0.02498  162.79961    0.00000    1.03432    0.81684    1.00020
    2.44440  156.58614   38.00000  158.96951   -0.01522  162.87581    0.00000    1.09907    0.95276    1.00256
    2.44720  156.65962   38.00000  155.21313    0.00923  162.95158   -0.00930    1.00290    1.03173    1.01458
    2.45000  156.73369   38.00000  149.56544    0.04574  163.02768    0.00000    1.04489    0.93786    0.89281
    2.45280  156.80708   38.00000  150.66206    0.03919  163.10330    0.00000    1.01737    0.85291    0.98617
    2.45560  156.88084   38.00000  160.59662   -0.02369  163.17918    0.00000    1.01492    0.96504    0.84343
    2.45840  156.95435   38.00000  153.93030    0.01927  163.25491    0.00927    1.10716    0.91672    1.06798
    2.46120  157.02766   38.00000  151.99155    0.03207  163.33025    0.00000    1.01984    1.13274    0.93408
    2.46400  157.10107   38.00000  158.77983   -0.01069  163.40584   -0.00925    1.01948    1.00772    1.08363
    2.46680  157.17447   38.00000  160.55606   -0.02151  163.48134    0.00000    1.03303    1.03043    1.01755
    2.46960  157.24745   38.00000  153.55342    0.02349  163.55640    0.00923    0.94017    0.98111    0.91418
    2.47240  157.32076   38.00000  159.43320   -0.01343  163.63173    0.00000    0.99200    1.09169    1.02014
    2.47520  157.39384   38.00000  159.17232   -0.01130  163.70692    0.00000    1.15923    0.93123    1.09955
    2.47800  157.46655   38.00000  161.31273   -0.02443  163.78174    0.00000    1.00356    1.09388    0.98544
    2.48080  157.53952   38.00000  157.90327   -0.00231  163.85674    0.00000    0.92640    1.19671    0.79388
    2.48360  157.61244   38.00000  152.43921    0.03282  163.93166   -0.00919    0.98535    0.92720    1.10861
    2.48640  157.68503   38.00000  156.57916    0.00701  164.00623    0.00000    0.95223    0.97133    0.90693
    2.48920  157.75769   38.00000  156.98476    0.00490  164.08098   -0.00917    0.96390    0.99985    0.99535
    2.49200  157.83015   38.00000  159.57677   -0.01107  164.15532    0.00000    1.07373    0.78133    0.69429
    2.49480  157.90257   38.00000  152.53380    0.03400  164.22987    0.00000    1.22301    1.10119    0.98027
    2.49760  157.97511   38.00000  156.58395    0.00881  164.30434    0.00000    0.73990    0.69735    0.99140
    2.50040  158.04729   38.00000  156.79475    0.00793  164.37842    0.00000    1.02921    1.23120    0.86772
    2.50320  158.11954   38.00000  164.32256   -0.03923  164.45268   -0.00913    0.95071    1.01722    0.90728
    2.50600  158.19183   38.00000  159.37834   -0.00750  164.52696    0.00000    0.91605    1.04467    1.01432
    2.50880  158.26366   38.00000  160.76118   -0.01578  164.60072    0.00000    0.83087    0.97049    0.81505
    2.51160  158.33586   38.00000  157.95509    0.00240  164.67477    0.00000    1.04655    0.92353    0.89601
    2.51440  158.40799   38.00000  163.62415   -0.03293  164.74875    0.00000    1.09504    1.09338    1.06800
    2.51720  158.47952   38.00000  162.96692   -0.02832  164.82227    0.00000    0.91751    0.82767    0.96874
    2.52000  158.55138   38.00000  152.16240    0.04030  164.89603    0.00000    0.81901    0.93784    0.95722
    2.52280  158.62318   38.00000  161.21089   -0.01631  164.96968    0.00000    0.93917    0.73381    1.14361
    2.52560  158.69455   38.00000  162.10690   -0.02150  165.04292   -0.00907    1.05942    0.88070    0.95885
    2.52840  158.76634   38.00000  159.92549   -0.00730  165.11644    0.00000    0.77437    0.78726    1.03881
    2.53120  158.83745   38.00000  162.63422   -0.02390  165.18951    0.00000    1.13582    0.97402    0.96724
    2.53400  158.90889   38.00000  156.73941    0.01365  165.26277   -0.00904    1.13277    0.85238    1.06370
    2.53680  158.98039   38.00000  160.45158   -0.00925  165.33611   -0.00904    0.94062    0.77113    0.97608
    2.53960  159.05139   38.00000  154.85896    0.02636  165.40889    0.00000    1.16630    1.04547    1.06180
    2.54240  159.12271   38.00000  163.92740   -0.03019  165.48192    0.00000    0.92316    1.01585    0.76165
    2.54520  159.19388   38.00000  168.82474   -0.06050  165.55492    0.00000    0.89410    0.94809    1.05948
