     2.6950   151.2709   124.7817    85.5126
     2.7090   151.3269   124.8707    85.4818
     2.7229   151.3822   124.9590    85.4506
     2.7369   151.4367   125.0466    85.4190
     2.7509   151.4903   125.1334    85.3870
     2.7648   151.5432   125.2196    85.3546
     2.7788   151.5954   125.3050    85.3218
     2.7928   151.6466   125.3897    85.2885
     2.8067   151.6972   125.4737    85.2549
     2.8207   151.7471   125.5570    85.2209
     2.8346   151.7961   125.6397    85.1865
     2.8486   151.8444   125.7216    85.1517
     2.8626   151.8921   125.8029    85.1165
     2.8765   151.9389   125.8835    85.0810
     2.8905   151.9851   125.9635    85.0451
     2.9045   152.0307   126.0429    85.0090
     2.9184   152.0755   126.1216    84.9724
     2.9324   152.1196   126.1996    84.9355
     2.9464   152.1631   126.2771    84.8982
     2.9603   152.2058   126.3539    84.8606
     2.9743   152.2480   126.4300    84.8227
     2.9882   152.2895   126.5057    84.7845
     3.0022   152.3304   126.5807    84.7460
     3.0162   152.3706   126.6551    84.7071
     3.0301   152.4102   126.7289    84.6679
     3.0441   152.4491   126.8020    84.6284
     3.0581   152.4875   126.8747    84.5887
     3.0720   152.5253   126.9468    84.5486
     3.0860   152.5624   127.0183    84.5083
     3.1000   152.5990   127.0892    84.4677
     3.1139   152.6349   127.1595    84.4268
     3.1279   152.6704   127.2294    84.3855
     3.1418   152.7051   127.2986    84.3441
     3.1558   152.7394   127.3673    84.3024
     3.1698   152.7731   127.4356    84.2604
     3.1837   152.8062   127.5032    84.2181
     3.1977   152.8389   127.5704    84.1756
     3.2117   152.8710   127.6371    84.1328
     3.2256   152.9025   127.7032    84.0897
     3.2396   152.9336   127.7688    84.0465
     3.2536   152.9641   127.8338    84.0030
     3.2675   152.9940   127.8984    83.9593
     3.2815   153.0235   127.9625    83.9153
     3.2954   153.0524   128.0261    83.8711
     3.3094   153.0808   128.0892    83.8267
     3.3234   153.1089   128.1518    83.7820
     3.3373   153.1363   128.2139    83.7372
     3.3513   153.1633   128.2756    83.6921
     3.3653   153.1897   128.3367    83.6468
     3.3792   153.2158   128.3975    83.6013
     3.3932   153.2414   128.4577    83.5555
     3.4072   153.2665   128.5176    83.5096
     3.4211   153.2912   128.5769    83.4635
     3.4351   153.3154   128.6358    83.4172
     3.4490   153.3391   128.6943    83.3707
     3.4630   153.3624   128.7523    83.3240
     3.4770   153.3853   128.8098    83.2771
     3.4909   153.4077   128.8670    83.2300
     3.5049   153.4297   128.9237    83.1828
     3.5189   153.4514   128.9800    83.1354
     3.5328   153.4725   129.0358    83.0878
     3.5468   153.4933   129.0912    83.0400
     3.5608   153.5136   129.1462    82.9921
     3.5747   153.5336   129.2009    82.9440
     3.5887   153.5531   129.2551    82.8957
     3.6026   153.5723   129.3088    82.8473
     3.6166   153.5910   129.3622    82.7987
     3.6306   153.6094   129.4152    82.7499
     3.6445   153.6274   129.4678    82.7010
     3.6585   153.6450   129.5200    82.6520
     3.6725   153.6622   129.5718    82.6028
     3.6864   153.6791   129.6233    82.5534
     3.7004   153.6956   129.6743    82.5039
     3.7144   153.7117   129.7250    82.4543
     3.7283   153.7274   129.7753    82.4045
     3.7423   153.7429   129.8252    82.3546
     3.7562   153.7579   129.8748    82.3046
     3.7702   153.7726   129.9239    82.2544
     3.7842   153.7869   129.9727    82.2041
     3.7981   153.8010   130.0212    82.1537
     3.8121   153.8147   130.0693    82.1031
     3.8261   153.8280   130.1171    82.0524
     3.8400   153.8410   130.1645    82.0016
     3.8540   153.8537   130.2115    81.9507
     3.8680   153.8660   130.2582    81.8996
     3.8819   153.8781   130.3046    81.8485
     3.8959   153.8898   130.3506    81.7972
     3.9098   153.9012   130.3963    81.7459
     3.9238   153.9123   130.4417    81.6944
     3.9378   153.9231   130.4867    81.6428
     3.9517   153.9336   130.5313    81.5911
     3.9657   153.9438   130.5757    81.5394
     3.9797   153.9537   130.6197    81.4876
     3.9936   153.9633   130.6635    81.4355
     4.0076   153.9726   130.7069    81.3835
     4.0216   153.9816   130.7500    81.3313
     4.0355   153.9903   130.7927    81.2790
     4.0495   153.9988   130.8352    81.2267
     4.0634   154.0069   130.8774    81.1742
     4.0774   154.0148   130.9192    81.1216
     4.0914   154.0224   130.9608    81.0690
     4.1053   154.0297   131.0020    81.0163
     4.1193   154.0368   131.0429    80.9635
     4.1333   154.0436   131.0836    80.9106
     4.1472   154.0501   131.1239    80.8577
     4.1612   154.0564   131.1639    80.8046
     4.1751   154.0624   131.2037    80.7515
     4.1891   154.0681   131.2432    80.6983
     4.2031   154.0737   131.2824    80.6451
     4.2170   154.0789   131.3213    80.5917
     4.2310   154.0839   131.3599    80.5383
     4.2450   154.0886   131.3982    80.4848
     4.2589   154.0931   131.4363    80.4313
     4.2729   154.0974   131.4741    80.3777
     4.2869   154.1014   131.5116    80.3240
     4.3008   154.1052   131.5488    80.2703
     4.3148   154.1088   131.5858    80.2165
     4.3287   154.1121   131.6225    80.1627
     4.3427   154.1152   131.6589    80.1088
     4.3567   154.1181   131.6951    80.0548
     4.3706   154.1207   131.7310    80.0008
     4.3846   154.1231   131.7667    79.9467
     4.3986   154.1253   131.8021    79.8926
     4.4125   154.1273   131.8372    79.8385
     4.4265   154.1291   131.8721    79.7843
     4.4405   154.1307   131.9068    79.7300
     4.4544   154.1320   131.9412    79.6757
     4.4684   154.1331   131.9753    79.6213
     4.4823   154.1340   132.0092    79.5669
     4.4963   154.1348   132.0428    79.5125
     4.5103   154.1353   132.0762    79.4579
     4.5242   154.1356   132.1093    79.4034
     4.5382   154.1357   132.1423    79.3488
     4.5522   154.1356   132.1750    79.2941
     4.5661   154.1353   132.2074    79.2395
     4.5801   154.1348   132.2396    79.1848
     4.5941   154.1341   132.2716    79.1300
     4.6080   154.1333   132.3034    79.0753
     4.6220   154.1323   132.3349    79.0205
     4.6359   154.1310   132.3662    78.9656
     4.6499   154.1296   132.3972    78.9108
     4.6639   154.1280   132.4281    78.8558
     4.6778   154.1262   132.4587    78.8009
     4.6918   154.1243   132.4891    78.7459
     4.7058   154.1221   132.5193    78.6910
     4.7197   154.1198   132.5492    78.6359
     4.7337   154.1173   132.5790    78.5809
     4.7477   154.1146   132.6085    78.5258
     4.7616   154.1118   132.6378    78.4708
     4.7756   154.1089   132.6670    78.4157
     4.7895   154.1057   132.6958    78.3605
     4.8035   154.1023   132.7245    78.3054
     4.8175   154.0988   132.7530    78.2502
     4.8314   154.0951   132.7812    78.1950
     4.8454   154.0913   132.8093    78.1398
     4.8594   154.0874   132.8372    78.0846
     4.8733   154.0832   132.8648    78.0294
     4.8873   154.0789   132.8923    77.9741
     4.9013   154.0745   132.9195    77.9189
     4.9152   154.0699   132.9466    77.8636
     4.9292   154.0651   132.9734    77.8083
     4.9431   154.0602   133.0001    77.7530
     4.9571   154.0551   133.0266    77.6977
     4.9711   154.0499   133.0528    77.6423
     4.9850   154.0446   133.0789    77.5870
     4.9990   154.0391   133.1048    77.5317
     5.0130   154.0334   133.1305    77.4763
     5.0269   154.0277   133.1560    77.4210
     5.0409   154.0218   133.1814    77.3656
     5.0549   154.0157   133.2065    77.3102
     5.0688   154.0095   133.2314    77.2548
     5.0828   154.0032   133.2563    77.1995
     5.0967   153.9968   133.2809    77.1441
     5.1107   153.9902   133.3053    77.0887
     5.1247   153.9834   133.3295    77.0333
     5.1386   153.9765   133.3536    76.9779
     5.1526   153.9695   133.3774    76.9226
     5.1666   153.9624   133.4011    76.8672
     5.1805   153.9551   133.4246    76.8118
     5.1945   153.9478   133.4480    76.7564
     5.2085   153.9403   133.4712    76.7010
     5.2224   153.9327   133.4942    76.6457
     5.2364   153.9249   133.5170    76.5903
     5.2503   153.9170   133.5397    76.5349
     5.2643   153.9090   133.5622    76.4796
     5.2783   153.9009   133.5845    76.4242
     5.2922   153.8927   133.6067    76.3689
     5.3062   153.8844   133.6287    76.3136
     5.3202   153.8759   133.6506    76.2583
     5.3341   153.8674   133.6722    76.2030
     5.3481   153.8587   133.6938    76.1477
     5.3621   153.8499   133.7151    76.0923
     5.3760   153.8409   133.7363    76.0370
     5.3900   153.8319   133.7573    75.9818
     5.4039   153.8228   133.7783    75.9265
     5.4179   153.8135   133.7989    75.8712
     5.4319   153.8042   133.8195    75.8159
     5.4458   153.7947   133.8399    75.7607
     5.4598   153.7852   133.8602    75.7055
     5.4738   153.7755   133.8803    75.6502
     5.4877   153.7657   133.9002    75.5951
     5.5017   153.7558   133.9201    75.5399
     5.5157   153.7459   133.9397    75.4847
     5.5296   153.7358   133.9592    75.4296
     5.5436   153.7257   133.9786    75.3745
     5.5575   153.7154   133.9978    75.3194
     5.5715   153.7050   134.0169    75.2643
     5.5855   153.6946   134.0358    75.2092
     5.5994   153.6840   134.0545    75.1542
     5.6134   153.6733   134.0731    75.0991
     5.6274   153.6626   134.0917    75.0442
     5.6413   153.6517   134.1100    74.9892
     5.6553   153.6408   134.1282    74.9342
     5.6693   153.6298   134.1463    74.8792
     5.6832   153.6187   134.1641    74.8243
     5.6972   153.6075   134.1819    74.7694
     5.7111   153.5962   134.1996    74.7145
     5.7251   153.5849   134.2171    74.6597
     5.7391   153.5734   134.2345    74.6048
     5.7530   153.5619   134.2518    74.5501
     5.7670   153.5502   134.2689    74.4953
     5.7810   153.5385   134.2858    74.4405
     5.7949   153.5267   134.3027    74.3857
     5.8089   153.5148   134.3194    74.3310
     5.8229   153.5028   134.3360    74.2762
     5.8368   153.4908   134.3525    74.2216
     5.8508   153.4787   134.3688    74.1670
     5.8647   153.4664   134.3849    74.1123
     5.8787   153.4542   134.4010    74.0578
     5.8927   153.4419   134.4170    74.0032
     5.9066   153.4294   134.4327    73.9486
     5.9206   153.4169   134.4485    73.8942
     5.9346   153.4043   134.4641    73.8397
     5.9485   153.3916   134.4794    73.7853
     5.9625   153.3789   134.4948    73.7309
     5.9765   153.3661   134.5099    73.6765
     5.9904   153.3532   134.5251    73.6221
     6.0044   153.3402   134.5399    73.5678
     6.0183   153.3272   134.5548    73.5135
     6.0323   153.3141   134.5695    73.4593
     6.0463   153.3009   134.5841    73.4050
     6.0602   153.2876   134.5985    73.3508
     6.0742   153.2744   134.6129    73.2967
     6.0882   153.2610   134.6272    73.2426
     6.1021   153.2476   134.6412    73.1885
     6.1161   153.2341   134.6553    73.1344
     6.1301   153.2205   134.6691    73.0804
     6.1440   153.2069   134.6829    73.0265
     6.1580   153.1932   134.6966    72.9725
     6.1719   153.1794   134.7101    72.9186
     6.1859   153.1656   134.7236    72.8647
     6.1999   153.1517   134.7369    72.8108
     6.2138   153.1378   134.7501    72.7570
     6.2278   153.1237   134.7632    72.7032
     6.2418   153.1096   134.7762    72.6494
     6.2557   153.0955   134.7890    72.5957
     6.2697   153.0813   134.8018    72.5420
     6.2837   153.0670   134.8145    72.4884
     6.2976   153.0526   134.8270    72.4348
     6.3116   153.0383   134.8395    72.3812
     6.3255   153.0239   134.8519    72.3277
     6.3395   153.0094   134.8641    72.2742
     6.3535   152.9949   134.8763    72.2208
     6.3674   152.9802   134.8882    72.1674
     6.3814   152.9656   134.9001    72.1140
     6.3954   152.9509   134.9120    72.0607
     6.4093   152.9362   134.9237    72.0073
     6.4233   152.9213   134.9353    71.9541
     6.4373   152.9065   134.9469    71.9009
     6.4512   152.8916   134.9583    71.8477
     6.4652   152.8765   134.9695    71.7945
     6.4791   152.8616   134.9808    71.7415
     6.4931   152.8464   134.9919    71.6884
     6.5071   152.8314   135.0029    71.6354
     6.5210   152.8162   135.0139    71.5825
     6.5350   152.8010   135.0247    71.5295
     6.5490   152.7857   135.0354    71.4767
     6.5629   152.7704   135.0461    71.4239
     6.5769   152.7551   135.0566    71.3711
     6.5909   152.7396   135.0670    71.3183
     6.6048   152.7242   135.0773    71.2656
     6.6188   152.7086   135.0875    71.2128
     6.6327   152.6930   135.0977    71.1601
     6.6467   152.6775   135.1079    71.1076
     6.6607   152.6618   135.1178    71.0550
     6.6746   152.6461   135.1276    71.0025
     6.6886   152.6304   135.1375    70.9500
     6.7026   152.6146   135.1471    70.8976
     6.7165   152.5988   135.1567    70.8452
     6.7305   152.5830   135.1663    70.7929
     6.7445   152.5670   135.1757    70.7406
     6.7584   152.5511   135.1850    70.6884
     6.7724   152.5351   135.1942    70.6362
     6.7863   152.5191   135.2034    70.5841
     6.8003   152.5030   135.2124    70.5319
     6.8143   152.4869   135.2215    70.4799
     6.8282   152.4708   135.2304    70.4278
     6.8422   152.4545   135.2391    70.3758
     6.8562   152.4383   135.2479    70.3239
     6.8701   152.4221   135.2565    70.2720
     6.8841   152.4057   135.2651    70.2202
     6.8981   152.3895   135.2736    70.1684
     6.9120   152.3730   135.2819    70.1167
     6.9260   152.3566   135.2902    70.0650
     6.9399   152.3402   135.2984    70.0134
     6.9539   152.3237   135.3065    69.9618
     6.9679   152.3072   135.3146    69.9102
     6.9818   152.2907   135.3226    69.8587
     6.9958   152.2741   135.3305    69.8073
     7.0098   152.2575   135.3383    69.7558
     7.0237   152.2408   135.3460    69.7044
     7.0377   152.2241   135.3537    69.6531
     7.0517   152.2074   135.3613    69.6018
     7.0656   152.1906   135.3687    69.5505
     7.0796   152.1738   135.3761    69.4993
     7.0935   152.1569   135.3835    69.4482
     7.1075   152.1401   135.3907    69.3971
     7.1215   152.1232   135.3979    69.3460
     7.1354   152.1062   135.4049    69.2951
     7.1494   152.0893   135.4120    69.2441
     7.1634   152.0723   135.4190    69.1932
     7.1773   152.0553   135.4258    69.1424
     7.1913   152.0383   135.4326    69.0916
     7.2053   152.0213   135.4394    69.0408
     7.2192   152.0041   135.4460    68.9901
     7.2332   151.9870   135.4526    68.9394
     7.2471   151.9698   135.4591    68.8889
     7.2611   151.9527   135.4655    68.8383
     7.2751   151.9354   135.4718    68.7878
     7.2890   151.9182   135.4781    68.7373
     7.3030   151.9009   135.4843    68.6869
     7.3170   151.8836   135.4904    68.6366
     7.3309   151.8663   135.4965    68.5863
     7.3449   151.8489   135.5024    68.5361
     7.3589   151.8316   135.5083    68.4859
     7.3728   151.8142   135.5142    68.4358
     7.3868   151.7968   135.5199    68.3857
     7.4007   151.7793   135.5256    68.3356
     7.4147   151.7619   135.5314    68.2856
     7.4287   151.7443   135.5368    68.2356
     7.4426   151.7268   135.5424    68.1857
     7.4566   151.7093   135.5478    68.1358
     7.4706   151.6916   135.5531    68.0859
     7.4845   151.6740   135.5584    68.0362
     7.4985   151.6564   135.5637    67.9864
     7.5125   151.6388   135.5688    67.9368
     7.5264   151.6211   135.5739    67.8871
     7.5404   151.6033   135.5789    67.8376
     7.5543   151.5857   135.5839    67.7881
     7.5683   151.5679   135.5887    67.7386
     7.5823   151.5502   135.5936    67.6892
     7.5962   151.5325   135.5984    67.6400
     7.6102   151.5146   135.6031    67.5907
     7.6242   151.4968   135.6077    67.5414
     7.6381   151.4790   135.6123    67.4921
     7.6521   151.4610   135.6167    67.4429
     7.6661   151.4432   135.6212    67.3939
     7.6800   151.4253   135.6256    67.3448
     7.6940   151.4073   135.6299    67.2958
     7.7079   151.3894   135.6341    67.2469
     7.7219   151.3715   135.6384    67.1980
     7.7359   151.3535   135.6424    67.1492
     7.7498   151.3355   135.6465    67.1004
     7.7638   151.3176   135.6506    67.0517
     7.7778   151.2995   135.6545    67.0031
     7.7917   151.2815   135.6583    66.9545
     7.8057   151.2634   135.6621    66.9059
     7.8197   151.2454   135.6660    66.8574
     7.8336   151.2272   135.6696    66.8088
     7.8476   151.2091   135.6733    66.7604
     7.8615   151.1909   135.6768    66.7120
     7.8755   151.1728   135.6804    66.6636
     7.8895   151.1546   135.6839    66.6153
     7.9034   151.1364   135.6873    66.5671
     7.9174   151.1182   135.6906    66.5189
     7.9314   151.1000   135.6939    66.4708
     7.9453   151.0818   135.6971    66.4227
     7.9593   151.0635   135.7003    66.3747
     7.9733   151.0452   135.7034    66.3268
     7.9872   151.0270   135.7065    66.2789
     8.0012   151.0087   135.7095    66.2310
     8.0151   150.9904   135.7125    66.1832
     8.0291   150.9720   135.7154    66.1355
     8.0431   150.9537   135.7182    66.0878
     8.0570   150.9354   135.7210    66.0401
     8.0710   150.9170   135.7237    65.9925
     8.0850   150.8986   135.7263    65.9450
     8.0989   150.8802   135.7290    65.8975
     8.1129   150.8618   135.7315    65.8501
     8.1269   150.8434   135.7341    65.8027
     8.1408   150.8250   135.7366    65.7554
     8.1548   150.8064   135.7389    65.7080
     8.1688   150.7880   135.7412    65.6608
     8.1827   150.7697   135.7437    65.6137
     8.1967   150.7512   135.7458    65.5667
     8.2106   150.7327   135.7481    65.5196
     8.2246   150.7142   135.7502    65.4726
     8.2385   150.6957   135.7522    65.4256
     8.2525   150.6771   135.7543    65.3787
     8.2665   150.6587   135.7564    65.3318
     8.2804   150.6401   135.7583    65.2850
     8.2944   150.6215   135.7601    65.2383
     8.3083   150.6030   135.7620    65.1916
     8.3223   150.5844   135.7637    65.1450
     8.3362   150.5658   135.7654    65.0984
     8.3502   150.5472   135.7672    65.0519
     8.3642   150.5286   135.7688    65.0054
     8.3781   150.5104   135.7705    64.9597
     8.3921   150.4917   135.7719    64.9134
     8.4060   150.4733   135.7735    64.8672
     8.4200   150.4546   135.7750    64.8209
     8.4339   150.4359   135.7763    64.7745
     8.4479   150.4172   135.7776    64.7283
     8.4618   150.3985   135.7790    64.6821
     8.4758   150.3798   135.7802    64.6360
     8.4898   150.3611   135.7814    64.5899
     8.5037   150.3423   135.7826    64.5439
     8.5177   150.3235   135.7837    64.4978
     8.5316   150.3049   135.7848    64.4520
     8.5456   150.2861   135.7858    64.4062
     8.5595   150.2674   135.7867    64.3605
     8.5735   150.2487   135.7876    64.3148
     8.5874   150.2300   135.7885    64.2692
     8.6014   150.2112   135.7893    64.2237
     8.6154   150.1925   135.7901    64.1782
     8.6293   150.1737   135.7908    64.1326
     8.6433   150.1550   135.7915    64.0872
     8.6572   150.1362   135.7922    64.0418
     8.6712   150.1173   135.7928    63.9964
     8.6851   150.0986   135.7933    63.9512
     8.6991   150.0797   135.7938    63.9059
     8.7131   150.0610   135.7943    63.8607
     8.7270   150.0421   135.7947    63.8156
     8.7410   150.0233   135.7951    63.7705
     8.7549   150.0045   135.7955    63.7256
     8.7689   149.9857   135.7957    63.6806
     8.7828   149.9668   135.7960    63.6357
     8.7968   149.9481   135.7963    63.5909
     8.8107   149.9292   135.7964    63.5462
     8.8247   149.9104   135.7965    63.5014
     8.8387   149.8915   135.7966    63.4567
     8.8526   149.8727   135.7966    63.4120
     8.8666   149.8538   135.7966    63.3674
     8.8805   149.8349   135.7966    63.3229
     8.8945   149.8160   135.7965    63.2784
     8.9084   149.7971   135.7963    63.2340
     8.9224   149.7784   135.7963    63.1897
     8.9363   149.7594   135.7960    63.1454
     8.9503   149.7405   135.7957    63.1011
     8.9643   149.7217   135.7955    63.0569
     8.9782   149.7028   135.7951    63.0128
     8.9922   149.6839   135.7947    62.9687
     9.0061   149.6651   135.7944    62.9247
     9.0201   149.6461   135.7939    62.8807
     9.0340   149.6272   135.7934    62.8366
     9.0480   149.6083   135.7929    62.7927
     9.0620   149.5893   135.7923    62.7489
     9.0759   149.5704   135.7917    62.7051
     9.0899   149.5516   135.7911    62.6614
     9.1038   149.5327   135.7904    62.6178
     9.1178   149.5138   135.7897    62.5742
     9.1317   149.4949   135.7889    62.5307
     9.1457   149.4760   135.7881    62.4872
     9.1596   149.4570   135.7873    62.4438
     9.1736   149.4381   135.7864    62.4005
     9.1876   149.4193   135.7855    62.3572
     9.2015   149.4004   135.7845    62.3139
     9.2155   149.3814   135.7836    62.2707
     9.2294   149.3624   135.7825    62.2273
     9.2434   149.3434   135.7815    62.1840
     9.2573   149.3242   135.7804    62.1402
     9.2713   149.3052   135.7792    62.0970
     9.2852   149.2863   135.7781    62.0540
     9.2992   149.2673   135.7768    62.0110
     9.3132   149.2484   135.7756    61.9681
