  rad  n_part V_c    Disp: rad   Z         phikappa Omega Q  <Vphi>  ASYMD  
  0.4564   14   70.13   31.38    30.39    27.59     3.71     2.11       1.20      69.43       9.88      34.31
  0.4592   15   70.36   31.43    30.37    27.64     3.70     2.10       1.20      69.65       9.99      34.47
  0.4620   15   70.60   31.49    30.36    27.69     3.69     2.10       1.20      69.87      10.11      34.63
  0.4648   15   70.83   31.55    30.34    27.73     3.68     2.09       1.20      70.09      10.22      34.79
  0.4676   15   71.06   31.60    30.33    27.78     3.67     2.09       1.20      70.30      10.34      34.96
  0.4704   15   71.29   31.66    30.31    27.83     3.66     2.08       1.20      70.52      10.45      35.12
  0.4732   15   71.52   31.71    30.30    27.88     3.65     2.08       1.20      70.74      10.56      35.28
  0.4760   15   71.75   31.76    30.28    27.93     3.64     2.07       1.20      70.95      10.67      35.44
  0.4788   15   71.98   31.82    30.26    27.97     3.63     2.06       1.20      71.17      10.78      35.60
  0.4816   15   72.21   31.87    30.25    28.02     3.62     2.06       1.20      71.38      10.89      35.76
  0.4844   15   72.44   31.92    30.23    28.06     3.61     2.05       1.20      71.60      11.00      35.92
  0.4872   15   72.67   31.98    30.22    28.11     3.60     2.05       1.20      71.81      11.11      36.08
  0.4900   15   72.89   32.03    30.20    28.15     3.59     2.04       1.20      72.02      11.22      36.23
  0.4928   15   73.12   32.08    30.19    28.20     3.58     2.04       1.20      72.24      11.33      36.39
  0.4956   16   73.35   32.13    30.17    28.24     3.57     2.03       1.20      72.45      11.43      36.55
  0.4984   16   73.57   32.18    30.16    28.29     3.56     2.03       1.20      72.66      11.54      36.71
  0.5012   16   73.79   32.23    30.14    28.33     3.55     2.02       1.20      72.87      11.65      36.87
  0.5040   16   74.02   32.28    30.13    28.37     3.55     2.02       1.20      73.08      11.75      37.02
  0.5068   16   74.24   32.33    30.11    28.42     3.54     2.01       1.20      73.29      11.86      37.18
  0.5096   16   74.46   32.38    30.10    28.46     3.53     2.01       1.20      73.50      11.96      37.34
  0.5124   16   74.69   32.43    30.08    28.50     3.52     2.00       1.20      73.71      12.06      37.49
  0.5152   16   74.91   32.48    30.07    28.55     3.51     2.00       1.20      73.91      12.17      37.65
  0.5180   16   75.13   32.53    30.05    28.59     3.50     1.99       1.20      74.12      12.27      37.80
  0.5208   16   75.35   32.58    30.04    28.63     3.49     1.99       1.20      74.32      12.37      37.96
  0.5236   16   75.57   32.63    30.02    28.67     3.48     1.98       1.20      74.53      12.48      38.11
  0.5264   16   75.79   32.67    30.01    28.71     3.48     1.98       1.20      74.74      12.58      38.27
  0.5292   16   76.00   32.72    29.99    28.75     3.47     1.97       1.20      74.94      12.68      38.42
  0.5320   16   76.22   32.77    29.98    28.79     3.46     1.97       1.20      75.14      12.78      38.57
  0.5348   17   76.44   32.81    29.96    28.83     3.45     1.96       1.20      75.35      12.88      38.73
  0.5376   17   76.66   32.86    29.95    28.87     3.44     1.96       1.20      75.55      12.98      38.88
  0.5404   17   76.87   32.91    29.93    28.91     3.43     1.95       1.20      75.75      13.08      39.03
  0.5432   17   77.09   32.95    29.92    28.95     3.43     1.95       1.20      75.96      13.18      39.19
  0.5460   17   77.30   33.00    29.90    28.99     3.42     1.94       1.20      76.16      13.28      39.34
  0.5488   17   77.52   33.04    29.89    29.03     3.41     1.94       1.20      76.36      13.37      39.49
  0.5516   17   77.74   33.09    29.87    29.07     3.40     1.94       1.20      76.56      13.47      39.64
  0.5544   17   77.95   33.13    29.86    29.11     3.39     1.93       1.20      76.76      13.57      39.79
  0.5572   17   78.16   33.18    29.84    29.14     3.39     1.93       1.20      76.96      13.67      39.95
  0.5600   17   78.38   33.22    29.83    29.18     3.38     1.92       1.20      77.16      13.76      40.10
  0.5628   17   78.59   33.26    29.81    29.22     3.37     1.92       1.20      77.35      13.86      40.25
  0.5656   17   78.80   33.31    29.80    29.26     3.36     1.91       1.20      77.55      13.95      40.40
  0.5684   17   79.01   33.35    29.78    29.29     3.35     1.91       1.20      77.75      14.05      40.55
  0.5712   17   79.22   33.39    29.77    29.33     3.35     1.91       1.20      77.95      14.15      40.70
  0.5740   17   79.43   33.43    29.75    29.37     3.34     1.90       1.20      78.14      14.24      40.85
  0.5768   18   79.64   33.48    29.74    29.40     3.33     1.90       1.20      78.34      14.33      40.99
  0.5796   18   79.85   33.52    29.73    29.44     3.32     1.89       1.20      78.53      14.43      41.14
  0.5824   18   80.06   33.56    29.71    29.47     3.32     1.89       1.20      78.73      14.52      41.29
  0.5852   18   80.26   33.60    29.70    29.51     3.31     1.88       1.20      78.92      14.61      41.44
  0.5880   18   80.47   33.64    29.68    29.54     3.30     1.88       1.20      79.12      14.71      41.59
  0.5908   18   80.68   33.68    29.67    29.58     3.29     1.88       1.20      79.31      14.80      41.74
  0.5936   18   80.88   33.72    29.65    29.61     3.29     1.87       1.20      79.50      14.89      41.88
  0.5964   18   81.09   33.76    29.64    29.65     3.28     1.87       1.20      79.69      14.98      42.03
  0.5992   18   81.30   33.80    29.62    29.68     3.27     1.86       1.20      79.89      15.08      42.18
  0.6020   18   81.50   33.84    29.61    29.71     3.27     1.86       1.20      80.08      15.17      42.32
  0.6048   18   81.71   33.88    29.59    29.75     3.26     1.86       1.20      80.27      15.26      42.47
  0.6076   18   81.91   33.92    29.58    29.78     3.25     1.85       1.20      80.46      15.35      42.61
  0.6104   18   82.11   33.96    29.56    29.81     3.24     1.85       1.20      80.65      15.44      42.76
  0.6132   18   82.32   34.00    29.55    29.85     3.24     1.84       1.20      80.84      15.53      42.91
  0.6160   18   82.52   34.04    29.53    29.88     3.23     1.84       1.20      81.03      15.62      43.05
  0.6188   19   82.72   34.08    29.52    29.91     3.22     1.84       1.20      81.22      15.71      43.20
  0.6216   19   82.92   34.11    29.50    29.94     3.22     1.83       1.20      81.41      15.80      43.34
  0.6244   19   83.13   34.15    29.49    29.97     3.21     1.83       1.20      81.60      15.89      43.48
  0.6272   19   83.33   34.19    29.47    30.01     3.20     1.83       1.20      81.78      15.98      43.63
  0.6300   19   83.53   34.23    29.46    30.04     3.20     1.82       1.20      81.97      16.06      43.77
  0.6328   19   83.73   34.26    29.44    30.07     3.19     1.82       1.20      82.15      16.15      43.92
  0.6356   19   83.93   34.30    29.43    30.10     3.18     1.81       1.20      82.34      16.24      44.06
  0.6384   19   84.13   34.34    29.41    30.13     3.18     1.81       1.20      82.53      16.33      44.20
  0.6412   19   84.32   34.37    29.40    30.16     3.17     1.81       1.20      82.71      16.41      44.34
  0.6440   19   84.52   34.41    29.39    30.19     3.16     1.80       1.20      82.90      16.50      44.49
  0.6468   19   84.72   34.44    29.37    30.22     3.16     1.80       1.20      83.08      16.59      44.63
  0.6496   19   84.92   34.48    29.36    30.25     3.15     1.80       1.20      83.26      16.67      44.77
  0.6524   19   85.11   34.51    29.34    30.28     3.15     1.79       1.20      83.45      16.76      44.91
  0.6552   19   85.31   34.55    29.33    30.31     3.14     1.79       1.20      83.63      16.84      45.05
  0.6580   19   85.51   34.58    29.31    30.34     3.13     1.79       1.20      83.81      16.93      45.19
  0.6608   20   85.70   34.62    29.30    30.37     3.13     1.78       1.20      84.00      17.02      45.33
  0.6636   20   85.90   34.65    29.28    30.40     3.12     1.78       1.20      84.18      17.10      45.48
  0.6664   20   86.09   34.69    29.27    30.43     3.11     1.77       1.20      84.36      17.19      45.62
  0.6692   20   86.29   34.72    29.25    30.46     3.11     1.77       1.20      84.54      17.27      45.76
  0.6720   20   86.48   34.75    29.24    30.48     3.10     1.77       1.20      84.72      17.35      45.90
  0.6748   20   86.67   34.79    29.22    30.51     3.10     1.76       1.20      84.90      17.44      46.03
  0.6776   20   86.87   34.82    29.21    30.54     3.09     1.76       1.20      85.08      17.52      46.17
  0.6804   20   87.06   34.85    29.19    30.57     3.08     1.76       1.20      85.26      17.60      46.31
  0.6832   20   87.25   34.89    29.18    30.59     3.08     1.75       1.20      85.44      17.69      46.45
  0.6860   20   87.44   34.92    29.17    30.62     3.07     1.75       1.20      85.62      17.77      46.59
  0.6888   20   87.63   34.95    29.15    30.65     3.07     1.75       1.20      85.80      17.85      46.73
  0.6916   20   87.83   34.98    29.14    30.68     3.06     1.74       1.20      85.97      17.94      46.87
  0.6944   20   88.02   35.02    29.12    30.70     3.05     1.74       1.20      86.15      18.02      47.00
  0.6972   20   88.21   35.05    29.11    30.73     3.05     1.74       1.20      86.33      18.10      47.14
  0.7000   20   88.40   35.08    29.09    30.75     3.04     1.74       1.20      86.51      18.18      47.28
  0.7028   20   88.59   35.11    29.08    30.78     3.04     1.73       1.20      86.68      18.26      47.42
  0.7056   21   88.77   35.14    29.06    30.81     3.03     1.73       1.20      86.86      18.34      47.55
  0.7084   21   88.96   35.17    29.05    30.83     3.03     1.73       1.20      87.03      18.43      47.69
  0.7112   21   89.15   35.20    29.03    30.86     3.02     1.72       1.20      87.21      18.51      47.82
  0.7140   21   89.34   35.23    29.02    30.88     3.01     1.72       1.20      87.38      18.59      47.96
  0.7168   21   89.53   35.26    29.01    30.91     3.01     1.72       1.20      87.56      18.67      48.10
  0.7196   21   89.71   35.29    28.99    30.93     3.00     1.71       1.20      87.73      18.75      48.23
  0.7224   21   89.90   35.32    28.98    30.96     3.00     1.71       1.20      87.91      18.83      48.37
  0.7252   21   90.09   35.35    28.96    30.98     2.99     1.71       1.20      88.08      18.91      48.50
  0.7280   21   90.27   35.38    28.95    31.01     2.99     1.70       1.20      88.25      18.99      48.64
  0.7308   21   90.46   35.41    28.93    31.03     2.98     1.70       1.20      88.43      19.07      48.77
  0.7336   21   90.64   35.44    28.92    31.06     2.98     1.70       1.20      88.60      19.15      48.91
  0.7364   21   90.83   35.47    28.90    31.08     2.97     1.69       1.20      88.77      19.22      49.04
  0.7392   21   91.01   35.50    28.89    31.10     2.96     1.69       1.20      88.94      19.30      49.17
  0.7420   21   91.20   35.53    28.88    31.13     2.96     1.69       1.20      89.11      19.38      49.31
  0.7448   21   91.38   35.56    28.86    31.15     2.95     1.69       1.20      89.28      19.46      49.44
  0.7476   21   91.56   35.58    28.85    31.17     2.95     1.68       1.20      89.45      19.54      49.57
